Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,population,rateKill
2305162,6-May-22,Ohio,Cleveland,E 125th St and Forest Ave,1,0,N/A,41.478018,-81.596274,1,intersection,,E 125th St,,,Cleveland,OH,Cuyahoga County,44120,US,TIGER/Line® dataset from the US Census Bureau,,
2298033,6-May-22,Mississippi,Jackson,Woody Dr,1,0,N/A,32.257861,-90.240322,1,street_center,,Woody Dr,,,Jackson,MS,Hinds County,39212,US,TIGER/Line® dataset from the US Census Bureau,1473,0.068
2298030,6-May-22,Alabama,Moundville,1495 County Road 46,2,0,N/A,32.965154,-87.64843,1,range_interpolation,1495,County Rd 46,,,Moundville,AL,Hale County,35474,US,TIGER/Line® dataset from the US Census Bureau,1859,0.108
2295614,6-May-22,Michigan,Detroit,E Lantz St and Albany St,1,1,N/A,42.438423,-83.045093,1,intersection,,Albany St,,,Detroit,MI,Wayne County,48234,US,TIGER/Line® dataset from the US Census Bureau,,
2296626,6-May-22,Mississippi,Starkville,21 Player Ln,1,0,N/A,33.42554,-88.879117,0.5,place,,,,,Starkville,MS,Oktibbeha County,39759,US,TIGER/Line® dataset from the US Census Bureau,,
2296474,6-May-22,Tennessee,Nashville,I-440 and US-431,1,0,N/A,35.858564,-86.349357,1,state,,,,,,TN,,,US,TIGER/Line® dataset from the US Census Bureau,,
2297999,6-May-22,Michigan,Detroit,8820 Wyoming Ave,1,0,N/A,42.359516,-83.157632,0.95,rooftop,8820,Wyoming St,,,Detroit,MI,Wayne County,48204,US,City of Detroit,984,0.102
2295913,6-May-22,Tennessee,Nashville,Elizabeth Jordan St and Indiana Ave,1,0,N/A,36.158201,-86.826841,0.88,intersection,,Elizabeth Jordan St,,,Nashville,TN,Davidson County,37209,US,TIGER/Line® dataset from the US Census Bureau,,
2303175,6-May-22,Virginia,Winchester,1813 Henry Ave,1,0,N/A,39.169776,-78.175829,1,rooftop,1813,Henry Ave,,,Winchester,VA,Winchester City,22601,US,Virginia Geographic Information Network (VGIN),945,0.106
2297341,6-May-22,Arkansas,Clarendon,400 block of Guydon St,1,0,N/A,34.745361,-91.247509,0.5,place,,,,,Clarendon,AR,Monroe County,72029,US,TIGER/Line® dataset from the US Census Bureau,,
2296158,6-May-22,Pennsylvania,York,800 block of S Pine St,1,0,N/A,39.962998,-76.727139,0.5,place,,,,,York,PA,York County,17401,US,TIGER/Line® dataset from the US Census Bureau,,
2296017,6-May-22,Arkansas,Springdale,19100 block of Sonora Rd,1,0,N/A,36.16722,-94.240112,0.5,place,,,,,Springdale,AR,Washington County,72762,US,TIGER/Line® dataset from the US Census Bureau,,
2296014,6-May-22,Maine,Brooks,1108 Littlefield Rd,1,0,N/A,44.552119,-69.095132,0.9,range_interpolation,1108,Littlefield Rd,,,Brooks,ME,Waldo County,4921,US,TIGER/Line® dataset from the US Census Bureau,985,0.102
2295982,6-May-22,Texas,Houston,2500 block of Tanglewilde St,1,0,N/A,29.813142,-95.309789,0.5,place,,,,,Houston,TX,Harris County,77001,US,TIGER/Line® dataset from the US Census Bureau,,
2296537,6-May-22,West Virginia,Bunker Hill,12261 Winchester Ave,1,0,N/A,39.301407,-78.07339,1,rooftop,12261,Winchester Ave,,,Bunker Hill,WV,Berkeley County,25413,US,Statewide WV,1745,0.057
2295856,6-May-22,North Carolina,Rocky Mount,862 N Wesleyan Blvd,1,1,N/A,35.96786,-77.816365,1,rooftop,862,N Wesleyan Blvd,,,Rocky Mount,NC,Nash County,27804,US,Nash,693,0.144
2296491,6-May-22,Missouri,Saint Louis,6150 Natural Bridge Ave,1,0,N/A,38.690052,-90.277024,1,rooftop,6150,Natural Bridge Ave,,,Saint Louis,MO,St. Louis County,63120,US,St Louis,250,0.4
2296458,6-May-22,Ohio,Toledo,N Erie St and Cleveland St,1,0,N/A,41.676955,-83.500618,1,intersection,,Cleveland St,,,Toledo,OH,Lucas County,43611,US,TIGER/Line® dataset from the US Census Bureau,,
2295714,6-May-22,District of Columbia,Washington,2300 Block of Nicholson St SE,1,0,N/A,38.911936,-77.016719,0.5,place,,,,,Washington,DC,District of Columbia,20001,US,TIGER/Line® dataset from the US Census Bureau,,
2296902,6-May-22,California,Rosamond,2500 W Rosamond Blvd,1,0,N/A,34.864159,-118.176213,1,range_interpolation,2500,W Rosamond Blvd,,,Rosamond,CA,Kern County,93560,US,TIGER/Line® dataset from the US Census Bureau,3185,0.031
2295801,6-May-22,Virginia,Richmond,2200 Chateau Dr,1,0,N/A,37.482333,-77.500182,1,rooftop,2200,Chateau Dr,,,Richmond,VA,Richmond City,23224,US,City of Richmond,2838,0.035
2295878,6-May-22,Texas,Sugar Land,Stadium Dr,1,0,N/A,29.620312,-95.605693,0.5,place,,,,,Sugar Land,TX,Fort Bend County,77478,US,TIGER/Line® dataset from the US Census Bureau,,
2295809,6-May-22,Virginia,Richmond,2500 block of Rosetta St,2,0,N/A,37.548845,-77.402559,0.9,range_interpolation,2500,Rosetta St,,,Richmond,VA,Richmond City,23223,US,TIGER/Line® dataset from the US Census Bureau,2220,0.09
2297415,6-May-22,Alaska,Fairbanks,1st Ave and Cushman St,1,0,N/A,64.843867,-147.723729,0.9,intersection,,1st Ave,,,Fairbanks,AK,Fairbanks North Star Borough,99701,US,TIGER/Line® dataset from the US Census Bureau,,
2304763,6-May-22,Georgia,Baxley,James Dr,1,0,N/A,31.784627,-82.316412,1,street_center,,James Dr,,,Baxley,GA,Appling County,31513,US,TIGER/Line® dataset from the US Census Bureau,1449,0.069
2296302,6-May-22,New York,Brooklyn,557 Chester St,1,1,N/A,40.657714,-73.908523,1,rooftop,557,Chester St,,,Brooklyn,NY,Kings County,11212,US,City of New York,638,0.157
2295674,6-May-22,District of Columbia,Washington,5001 Georgia Ave NW,1,0,N/A,38.951061,-77.026911,1,rooftop,5001,Georgia Ave NW,,,Washington,DC,District of Columbia,20011,US,Statewide DC,723,0.138
2296441,6-May-22,Maryland,District Heights (Forestville),7100 block of Donnell Place,1,0,N/A,38.845113,-76.874972,0.45,place,,,,,Forestville,MD,Prince George's County,20747,US,TIGER/Line® dataset from the US Census Bureau,,
2295460,6-May-22,Florida,Tampa,100 block of Floribraska Ave N,1,0,N/A,27.996097,-82.582035,0.5,place,,,,,Tampa,FL,Hillsborough County,33601,US,TIGER/Line® dataset from the US Census Bureau,,
2295540,6-May-22,Georgia,Atlanta,1371 Kimberly Way SW,1,0,N/A,33.718765,-84.522413,1,rooftop,1371,Kimberly Way SW,,,Atlanta,GA,Fulton County,30331,US,City of Atlanta,5395,0.019
2297691,6-May-22,Texas,Houston,4934 Laura Koppe Rd,2,0,N/A,29.840209,-95.318353,1,rooftop,4934,Laura Koppe Rd,,,Houston,TX,Harris County,77016,US,Greater Houston,1567,0.128
2296348,6-May-22,Georgia,Savannah,N/A,1,0,N/A,32.062545,-81.061241,1,street_center,,A Ct,,,Savannah,GA,Chatham County,31404,US,TIGER/Line® dataset from the US Census Bureau,1035,0.097
2295602,6-May-22,Missouri,Kansas City,E 37th St and Wayne Ave,1,0,N/A,39.059425,-94.564968,1,intersection,,E 37th St,,,Kansas City,MO,Jackson County,64109,US,TIGER/Line® dataset from the US Census Bureau,,
2296229,6-May-22,Texas,Dallas,1226 N Masters Dr,1,1,N/A,32.732662,-96.64811,1,range_interpolation,1226,N Masters Dr,,,Dallas,TX,Dallas County,75217,US,TIGER/Line® dataset from the US Census Bureau,2080,0.048
2296893,6-May-22,Florida,Saint Cloud,1000 block of Seneca Trail,1,0,N/A,28.244625,-81.290847,0.5,place,,,,,Saint Cloud,FL,Osceola County,34769,US,TIGER/Line® dataset from the US Census Bureau,,
2296163,6-May-22,Michigan,Lansing,901 Bensch St,1,0,N/A,42.725372,-84.531684,1,rooftop,901,Bensch St,,,Lansing,MI,Ingham County,48912,US,Ingham,908,0.11
2296033,6-May-22,Louisiana,New Orleans,1800 block of Painters St,1,0,N/A,29.958304,-90.077,0.5,place,,,,,New Orleans,LA,Orleans Parish,70112,US,TIGER/Line® dataset from the US Census Bureau,,
2296037,6-May-22,Louisiana,New Orleans,4800 block of Alcee Fortier Blvd,2,4,N/A,29.958304,-90.077,0.5,place,,,,,New Orleans,LA,Orleans Parish,70112,US,TIGER/Line® dataset from the US Census Bureau,,
2296122,6-May-22,California,South Gate,5300 block of Firestone Blvd,1,0,N/A,33.937714,-118.193403,0.5,place,,,,,South Gate,CA,Los Angeles County,90280,US,TIGER/Line® dataset from the US Census Bureau,,
2295656,6-May-22,Colorado,Denver,351 N Broadway,1,1,N/A,39.721987,-104.987911,1,rooftop,351,N Broadway,,,Denver,CO,Denver County,80203,US,Denver,1679,0.06
2296058,6-May-22,Washington,Pullman,1455 NE Brandi Way,1,0,N/A,46.741083,-117.164883,0.7,street_center,,NE Brandi Way,,,Pullman,WA,Whitman County,99163,US,TIGER/Line® dataset from the US Census Bureau,3630,0.028
2296151,6-May-22,Florida,Fort Pierce,1200 block of Wyoming Ave,1,0,N/A,27.45485,-80.335685,1,rooftop,1200,Ave,,,Fort Pierce,FL,St. Lucie County,34950,US,MapWise (and individual Florida counties),1058,0.095
2296088,6-May-22,Illinois,Chicago,4400 block of N Hamlin Ave,1,0,N/A,41.88531,-87.62213,0.5,place,,,,,Chicago,IL,Cook County,60601,US,TIGER/Line® dataset from the US Census Bureau,,
2296083,6-May-22,Oregon,Portland,2100 block of S River Pkwy,1,0,N/A,45.507856,-122.690794,0.5,place,,,,,Portland,OR,Multnomah County,97201,US,TIGER/Line® dataset from the US Census Bureau,,
2296714,6-May-22,Oregon,Beaverton,SW Macorey Ct,1,0,N/A,45.46636,-122.80431,1,street_center,,SW Macorey Ct,,,Beaverton,OR,Washington County,97008,US,TIGER/Line® dataset from the US Census Bureau,2009,0.05
2296073,6-May-22,Oregon,Portland (Tigard),9000 SW Washington Square Rd,2,0,N/A,45.455554,-122.781493,0.9,rooftop,9000,SW Washington Square Rd,,,Portland,OR,Washington County,97223,US,Wallowa,1357,0.147
2296022,6-May-22,Arkansas,Pine Bluff,Beech St,1,0,N/A,34.210292,-92.009499,0.9,street_center,,S Beech St,,,Pine Bluff,AR,Jefferson County,71601,US,TIGER/Line® dataset from the US Census Bureau,702,0.142
2296009,6-May-22,Alabama,Montgomery,3500 block of Dalraida Ct,1,0,N/A,31.00935,-85.74438,0.5,place,,,,,Black,AL,Geneva County,36314,US,TIGER/Line® dataset from the US Census Bureau,,
2295625,6-May-22,California,Riverside,11100 block of Pierce St,1,0,N/A,33.99504,-117.373184,0.5,place,,,,,Riverside,CA,Riverside County,92501,US,TIGER/Line® dataset from the US Census Bureau,,
2295618,6-May-22,Alabama,Mobile,601 S. Conception St,2,0,N/A,30.677627,-88.042303,1,rooftop,601,S Conception St,,,Mobile,AL,Mobile County,36603,US,City of Mobile,3458,0.058
2298038,6-May-22,Mississippi,Jackson,West Highland Dr,1,0,N/A,32.294626,-90.240291,1,street_center,,W Highland Dr,,,Jackson,MS,Hinds County,39204,US,TIGER/Line® dataset from the US Census Bureau,404,0.248
2295083,5-May-22,Illinois,Geneva,700 block of McKinley Ave,1,0,N/A,41.88753,-88.30535,0.5,place,,,,,Geneva,IL,Kane County,60134,US,TIGER/Line® dataset from the US Census Bureau,,
2295151,5-May-22,California,Santa Rosa,1000 block of Aston Ave,2,0,N/A,38.450412,-122.783159,0.5,place,,,,,Santa Rosa,CA,Sonoma County,95401,US,TIGER/Line® dataset from the US Census Bureau,,
2295250,5-May-22,New Jersey,Newark,300 block of Mount Prospect Ave,1,0,N/A,40.735642,-74.173988,0.5,place,,,,,Newark,NJ,Essex County,7102,US,TIGER/Line® dataset from the US Census Bureau,,
2294922,5-May-22,Delaware,Wilmington,1300 block of Anchorage St,1,0,N/A,39.727113,-75.547844,0.5,place,,,,,Wilmington,DE,New Castle County,19801,US,TIGER/Line® dataset from the US Census Bureau,,
2295042,5-May-22,Texas,Fort Worth,5200 block of Eastland St,1,1,N/A,32.403972,-98.777973,0.5,place,,,,,Eastland,TX,Eastland County,76448,US,TIGER/Line® dataset from the US Census Bureau,,
2305476,5-May-22,California,Concord,Willow Pass Rd,1,0,N/A,37.979153,-122.026943,1,street_center,,Willow Pass Rd,,,Concord,CA,Contra Costa County,94519,US,TIGER/Line® dataset from the US Census Bureau,816,0.123
2295018,5-May-22,Ohio,Euclid,Miller Ave and E 222nd St,1,0,N/A,41.566834,-81.526142,1,place,,,,,Euclid,OH,Cuyahoga County,44117,US,TIGER/Line® dataset from the US Census Bureau,,
2295471,5-May-22,Colorado,Pueblo,2500 block of Taylor Ave,1,0,N/A,38.293234,-104.536493,0.5,place,,,,,Pueblo,CO,Pueblo County,81001,US,TIGER/Line® dataset from the US Census Bureau,,
2295418,5-May-22,Pennsylvania,Chester,11th St and Hyatt St,1,0,N/A,39.858222,-75.352885,0.78,intersection,,E 11th St,,,Chester,PA,Delaware County,19013,US,TIGER/Line® dataset from the US Census Bureau,,
2295074,5-May-22,Ohio,Dayton,4400 block of Saylor St,1,0,N/A,39.750471,-84.268593,0.5,place,,,,,Dayton,OH,Montgomery County,45401,US,TIGER/Line® dataset from the US Census Bureau,,
2295052,5-May-22,Ohio,Columbus,1899 Oakland Park Ave,1,0,N/A,40.031058,-82.962168,1,rooftop,1899,Oakland Park Ave,,,Columbus,OH,Franklin County,43224,US,Franklin,1193,0.084
2294960,5-May-22,Maryland,Essex,900 block of Boundbrook Way,1,0,N/A,39.30235,-76.44434,0.5,place,,,,,Essex,MD,Baltimore County,21221,US,TIGER/Line® dataset from the US Census Bureau,,
2295160,5-May-22,Texas,Houston,633 Rushcreek Dr,1,0,N/A,29.960148,-95.426914,1,rooftop,633,Rushcreek Dr,,,Houston,TX,Harris County,77067,US,Greater Houston,2227,0.045
2295174,5-May-22,Texas,Houston,3322 Yellowstone Blvd,1,0,N/A,29.695468,-95.374842,1,rooftop,3322,Yellowstone Blvd,,,Houston,TX,Harris County,77021,US,City of Houston,1823,0.055
2296389,5-May-22,Ohio,Maple Heights,Broadway Ave and Waterbury Ave,1,0,N/A,41.407669,-81.55936,1,intersection,,Broadway Ave,,,Maple Heights,OH,Cuyahoga County,44137,US,TIGER/Line® dataset from the US Census Bureau,,
2297060,5-May-22,Illinois,Thebes,200 block of Poplar St,1,0,N/A,37.221042,-89.459863,0.5,place,,,,,Thebes,IL,Alexander County,62990,US,TIGER/Line® dataset from the US Census Bureau,,
2303817,5-May-22,Wisconsin,Milwaukee,2861 N 52nd St,1,0,N/A,43.071127,-87.978943,1,rooftop,2861,N 52nd St,,,Milwaukee,WI,Milwaukee County,53210,US,City of Milwaukee,1218,0.082
2294800,5-May-22,Missouri,Saint Louis,4200 block of Obear Ave,1,0,N/A,38.631501,-90.19231,0.5,place,,,,,Saint Louis,MO,St. Louis City,63101,US,TIGER/Line® dataset from the US Census Bureau,,
2295745,5-May-22,Texas,Dallas,500 S Ervay St,1,0,N/A,32.777492,-96.795352,1,rooftop,500,S Ervay St,,,Dallas,TX,Dallas County,75201,US,Dallas,3886,0.026
2295738,5-May-22,Texas,Dallas,2500 block of Fatima Ave,1,0,N/A,32.734783,-96.614764,0.59,nearest_rooftop_match,2445,Avis St,,,Mesquite,TX,Dallas County,75149,US,City of Mesquite,1946,0.051
2300028,5-May-22,Missouri,Saint Louis,3715 Natural Bridge Ave,1,0,N/A,38.66187,-90.219331,0.9,nearest_rooftop_match,3714,Natural Bridge Ave,,,Saint Louis,MO,St. Louis City,63107,US,City of St Louis,716,0.14
2295683,5-May-22,District of Columbia,Washington,2300 block of Green St SE,1,0,N/A,38.911936,-77.016719,0.5,place,,,,,Washington,DC,District of Columbia,20001,US,TIGER/Line® dataset from the US Census Bureau,,
2303689,5-May-22,Illinois,Chicago,7600 block of S Green St,1,0,N/A,41.88531,-87.62213,0.5,place,,,,,Chicago,IL,Cook County,60601,US,TIGER/Line® dataset from the US Census Bureau,,
2296291,5-May-22,California,El Monte,3000 block of Allgeyer Ave,1,0,N/A,34.078573,-118.043456,0.5,place,,,,,El Monte,CA,Los Angeles County,91731,US,TIGER/Line® dataset from the US Census Bureau,,
2296284,5-May-22,California,Los Angeles,Main St and Imperial Hwy,1,0,N/A,33.930845,-118.415962,0.8,intersection,,E Imperial Ave,,,El Segundo,CA,Los Angeles County,90245,US,TIGER/Line® dataset from the US Census Bureau,,
2295648,5-May-22,Missouri,Saint Louis,3715 Natural Bridge Ave,1,0,N/A,38.66187,-90.219331,0.9,nearest_rooftop_match,3714,Natural Bridge Ave,,,Saint Louis,MO,St. Louis City,63107,US,City of St Louis,716,0.14
2294596,5-May-22,Illinois,Chicago,4709 N Lincoln Ave,1,0,N/A,41.967045,-87.687087,1,rooftop,4709,N Lincoln Ave,,,Chicago,IL,Cook County,60625,US,City of Chicago,891,0.112
2295642,5-May-22,California,Modesto,Tully Rd and W Briggsmore Ave,1,2,N/A,37.670435,-121.012222,1,intersection,,Tully Rd,,,Modesto,CA,Stanislaus County,95350,US,TIGER/Line® dataset from the US Census Bureau,,
2295560,5-May-22,Georgia,Atlanta,225 Peachtree St SW,1,0,N/A,33.748476,-84.395114,1,range_interpolation,225,Peachtree St SW,,,Atlanta,GA,Fulton County,30303,US,TIGER/Line® dataset from the US Census Bureau,1222,0.082
2295634,5-May-22,Maryland,Bowie,Enterprise Rd and Annapolis Rd,1,0,N/A,38.962928,-76.795048,0.61,intersection,,Annapolis Rd,,,Bowie,MD,Prince George's County,20720,US,TIGER/Line® dataset from the US Census Bureau,,
2295581,5-May-22,California,Bakersfield,CA-58 and Union Ave,1,0,N/A,35.389871,-119.038684,0.7,street_center,,Antonino Ave,,,Bakersfield,CA,Kern County,93308,US,TIGER/Line® dataset from the US Census Bureau,3736,0.027
2298492,5-May-22,Pennsylvania,Philadelphia,2500 block of  W Seregant St,1,0,N/A,40.001811,-75.11787,0.5,place,,,,,Philadelphia,PA,Philadelphia County,19101,US,TIGER/Line® dataset from the US Census Bureau,,
2295687,5-May-22,Missouri,Kansas City,James A Reed Rd and E Gregory Blvd,1,0,N/A,38.995489,-94.491939,1,intersection,,E Gregory Blvd,,,Kansas City,MO,Jackson County,64133,US,TIGER/Line® dataset from the US Census Bureau,,
2294974,5-May-22,Maryland,Baltimore,200 block of S Eaton St,1,0,N/A,39.209576,-76.658434,0.8,nearest_rooftop_match,202,Blue Oak Ct,,,Linthicum Heights,MD,Anne Arundel County,21090,US,Anne Arundel,662,0.151
2295119,5-May-22,Georgia,Stone Mountain,5616 Redan Rd,1,1,N/A,33.75614,-84.164791,1,rooftop,5616,Redan Rd,,,Stone Mountain,GA,Dekalb County,30088,US,Dekalb,2967,0.034
2294755,5-May-22,Missouri,Kansas City,3800 block of Olive St,1,0,N/A,39.102404,-94.598583,0.5,place,,,,,Kansas City,MO,Jackson County,64101,US,TIGER/Line® dataset from the US Census Bureau,,
2295162,5-May-22,Georgia,Lawrenceville,Harbor Bay Dr and Fort Martin Way,2,0,N/A,33.90574,-83.9213,1,street_center,,Harbor Bay Dr,,,Lawrenceville,GA,Gwinnett County,30045,US,TIGER/Line® dataset from the US Census Bureau,4033,0.05
2296694,5-May-22,Utah,Salt Lake City (West Valley City),3570 S and 6400 W,1,0,N/A,40.694789,-112.043924,0.8,intersection,,S 6400 W,,,Salt Lake City,UT,Salt Lake County,84128,US,TIGER/Line® dataset from the US Census Bureau,,
2294776,5-May-22,California,Los Angeles,Figueroa St and Washington Blvd,1,0,N/A,34.035423,-118.271367,0.68,intersection,,S Figueroa St,,,Los Angeles,CA,Los Angeles County,90015,US,TIGER/Line® dataset from the US Census Bureau,,
2295528,5-May-22,Georgia,Lizella,Trophy Pl,1,0,N/A,32.793929,-83.806315,1,street_center,,Trophy Pl,,,Lizella,GA,Bibb County,31052,US,TIGER/Line® dataset from the US Census Bureau,1597,0.063
2295841,5-May-22,Ohio,Cincinnati,4300 block of Eastern Ave,1,0,N/A,39.166759,-84.53822,0.5,place,,,,,Cincinnati,OH,Hamilton County,45201,US,TIGER/Line® dataset from the US Census Bureau,,
2295505,5-May-22,Georgia,Albany,1604 Camp Ln,1,0,N/A,31.576287,-84.189158,1,rooftop,1604,Camp Ln,,,Albany,GA,Dougherty County,31707,US,Dougherty,688,0.145
2295432,5-May-22,Pennsylvania,Pittsburgh,700 block of Arch St,1,0,N/A,40.47441,-79.950968,0.5,place,,,,,Pittsburgh,PA,Allegheny County,15201,US,TIGER/Line® dataset from the US Census Bureau,,
2294787,5-May-22,Florida,Bascom,N/A,1,0,N/A,30.940432,-85.063884,1,place,,,,,Bascom,FL,Jackson County,32423,US,TIGER/Line® dataset from the US Census Bureau,,
2295420,5-May-22,Florida,Orlando,4684 King Cole Blvd,1,0,N/A,28.51835,-81.440086,1,rooftop,4684,King Cole Blvd,,,Orlando,FL,Orange County,32811,US,Orange County,4566,0.022
2294845,5-May-22,Colorado,Aurora,8800 block of E 12th Ave,1,0,N/A,39.739249,-104.862881,0.5,place,,,,,Aurora,CO,Arapahoe County,80010,US,TIGER/Line® dataset from the US Census Bureau,,
2295702,5-May-22,Texas,Mission (Alton),1800 block of Chicago St,1,0,N/A,26.228735,-98.376167,0.5,place,,,,,Mission,TX,Hidalgo County,78572,US,TIGER/Line® dataset from the US Census Bureau,,
2294649,5-May-22,Illinois,Chicago,3900 block of N Kenneth Ave,1,1,N/A,41.88531,-87.62213,0.5,place,,,,,Chicago,IL,Cook County,60601,US,TIGER/Line® dataset from the US Census Bureau,,
2296108,5-May-22,Pennsylvania,Philadelphia,6400 block of N 20th St,1,0,N/A,40.001811,-75.11787,0.5,place,,,,,Philadelphia,PA,Philadelphia County,19101,US,TIGER/Line® dataset from the US Census Bureau,,
2295495,5-May-22,New Mexico,Albuquerque,Garcia St and Buena Ventura Rd,1,0,N/A,35.074549,-106.538181,0.8,intersection,,Buena Ventura Rd NE,,,Albuquerque,NM,Bernalillo County,87123,US,TIGER/Line® dataset from the US Census Bureau,,
2295849,5-May-22,Texas,Houston,2339 S Kirkwood Rd,1,0,N/A,29.739927,-95.588225,1,rooftop,2339,S Kirkwood Rd,,,Houston,TX,Harris County,77077,US,City of Houston,1399,0.071
2294327,5-May-22,New York,New York (Manhattan),354 W 37th St,2,0,N/A,40.755023,-73.994539,1,rooftop,354,W 37th St,,,New York,NY,New York County,10018,US,City of New York,2378,0.084
2294679,5-May-22,Michigan,Clare,1131 N McEwan St,1,0,N/A,43.824817,-84.768501,1,range_interpolation,1131,N McEwan St,,,Clare,MI,Clare County,48617,US,TIGER/Line® dataset from the US Census Bureau,1802,0.055
2295752,5-May-22,Texas,Grand Prairie,1690 W Polo Rd,1,0,N/A,32.659219,-97.026395,1,rooftop,1690,W Polo Rd,,,Grand Prairie,TX,Dallas County,75052,US,Dallas,3107,0.032
2297429,5-May-22,South Dakota,Pine Ridge (Pine Ridge Reservation),29604 US-18,1,0,N/A,43.024319,-102.535178,0.5,place,,,,,Pine Ridge,SD,Oglala Lakota County,57770,US,TIGER/Line® dataset from the US Census Bureau,,
2295783,5-May-22,Alabama,Goodwater,116 Armory St,1,0,N/A,33.054022,-86.052197,0.9,range_interpolation,116,Armory St,,,Goodwater,AL,Coosa County,35072,US,TIGER/Line® dataset from the US Census Bureau,1251,0.08
2295331,5-May-22,South Carolina,Marion,E Liberty St and Main St,1,0,N/A,34.172072,-79.400437,0.8,intersection,,E Liberty St,,,Marion,SC,Marion County,29571,US,TIGER/Line® dataset from the US Census Bureau,,
2296004,5-May-22,Alabama,Huntsville,4010 Hunters Ridge Dr SW,1,0,N/A,34.678089,-86.58669,1,rooftop,4010,Hunters Ridge Dr SW,,,Huntsville,AL,Madison County,35802,US,Madison,2409,0.042
2296002,5-May-22,Alabama,Dutton,AL-40,1,0,N/A,32.739632,-86.843459,1,state,,,,,,AL,,,US,TIGER/Line® dataset from the US Census Bureau,,
2296507,5-May-22,North Carolina,Rocky Mount,1924 Stone Rose Dr,1,0,N/A,35.956784,-77.821957,0.95,range_interpolation,1924,Stone Rose Ave,,,Rocky Mount,NC,Nash County,27804,US,TIGER/Line® dataset from the US Census Bureau,693,0.144
2295304,5-May-22,Alabama,Albertville,Terry Cir,1,0,N/A,34.249752,-86.261095,0.5,place,,,,,Albertville,AL,Marshall County,35950,US,TIGER/Line® dataset from the US Census Bureau,,
2295723,5-May-22,Texas,Dallas,10200 block of N Walton Walker Blvd,1,0,N/A,32.781179,-96.790329,0.5,place,,,,,Dallas,TX,Dallas County,75201,US,TIGER/Line® dataset from the US Census Bureau,,
2295292,5-May-22,Alabama,Birmingham,1600 Block of 26th Ave,1,0,N/A,33.515703,-86.895353,0.9,rooftop,1600,Ave E,,,Birmingham,AL,Jefferson County,35218,US,Jefferson,362,0.276
2302442,5-May-22,Arkansas,El Dorado,1300 block of Wilson St,1,1,N/A,33.210336,-92.678519,0.8,range_interpolation,1300,W Block St,,,El Dorado,AR,Union County,71730,US,TIGER/Line® dataset from the US Census Bureau,1014,0.099
2295834,5-May-22,North Carolina,Conover,700 block of 2nd St SW,1,0,N/A,35.740848,-81.209458,0.5,place,,,,,Conover,NC,Catawba County,28613,US,TIGER/Line® dataset from the US Census Bureau,,
2295324,5-May-22,Alabama,Loxley,1400 block of Wolf Run Rd,1,1,N/A,31.00935,-85.74438,0.5,place,,,,,Black,AL,Geneva County,36314,US,TIGER/Line® dataset from the US Census Bureau,,
2295031,5-May-22,Ohio,Lowellville,52 Rocket Pl,1,0,N/A,41.044738,-80.552312,1,rooftop,52,Rocket Pl,,,Lowellville,OH,Mahoning County,44436,US,Mahoning,1185,0.084
2295093,5-May-22,Louisiana,New Orleans,1900 block Saint Ann St,1,0,N/A,29.958304,-90.077,0.5,place,,,,,New Orleans,LA,Orleans Parish,70112,US,TIGER/Line® dataset from the US Census Bureau,,
2294926,5-May-22,Tennessee,Memphis,6700 block of Quail Crest Ln,1,0,N/A,35.050667,-89.847782,0.5,place,,,,,Memphis,TN,Shelby County,38101,US,TIGER/Line® dataset from the US Census Bureau,,
2295197,5-May-22,North Carolina,Kinston,E Highland Ave and Charlotte Ave,2,0,N/A,35.279144,-77.572101,1,intersection,,Charlotte Ave,,,Kinston,NC,Lenoir County,28501,US,TIGER/Line® dataset from the US Census Bureau,,
2295296,5-May-22,Alabama,Bessemer,1700 block of Alliance Rd,2,0,N/A,31.00935,-85.74438,0.5,place,,,,,Black,AL,Geneva County,36314,US,TIGER/Line® dataset from the US Census Bureau,,
2295762,5-May-22,Tennessee,Memphis,3680 Masterson Cove,2,1,N/A,35.048302,-90.080935,1,rooftop,3680,Masterson Cv,,,Memphis,TN,Shelby County,38109,US,City of Memphis,845,0.237
2295158,4-May-22,Georgia,Atlanta,2770 Lenox Rd NE,1,0,N/A,33.830575,-84.35684,1,rooftop,2770,Lenox Rd NE,,,Atlanta,GA,Fulton County,30324,US,City of Atlanta,2820,0.035
2294076,4-May-22,Illinois,Rockford,2500 block of 17th Ave,1,0,N/A,42.33342,-89.157198,0.5,place,,,,,Rockford,IL,Winnebago County,61101,US,TIGER/Line® dataset from the US Census Bureau,,
2293994,4-May-22,New York,Brooklyn,1550 Sterling Pl,1,0,N/A,40.671161,-73.927191,1,rooftop,1550,Sterling Pl,,,Brooklyn,NY,Kings County,11213,US,City of New York,2328,0.043
2295098,4-May-22,California,Vallejo,3400 block of Hazelwood St,1,0,N/A,38.18735,-122.224074,0.5,place,,,,,Vallejo,CA,Napa County,94589,US,TIGER/Line® dataset from the US Census Bureau,,
2294268,4-May-22,New York,Buffalo,136 Person St,1,0,N/A,42.894609,-78.825107,1,rooftop,136,Person St,,,Buffalo,NY,Erie County,14212,US,Erie,291,0.344
