Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,population,rateKill
2314741,28-May-22,North Carolina,Sanford,4300 Block of Steel Bridge Rd,1,0,N/A,35.469782,-79.171723,0.5,place,,,,,Sanford,NC,Lee County,27330,US,TIGER/Line® dataset from the US Census Bureau,,
2314971,28-May-22,Florida,Orlando,4101 Conroy Rd,1,0,N/A,28.488148,-81.428249,1,rooftop,4101,Conroy Rd,,,Orlando,FL,Orange County,32839,US,Orange County,6002,0.017
2314395,28-May-22,Connecticut,Bridgeport,40 Knoll Pl,1,0,N/A,41.212728,-73.175551,1,range_interpolation,40,Knoll Pl,,,Bridgeport,CT,Fairfield County,6610,US,TIGER/Line® dataset from the US Census Bureau,2684,0.037
2314980,28-May-22,Florida,Jay,3400 block of FL-4,1,0,N/A,30.95296,-87.15136,0.5,place,,,,,Jay,FL,Santa Rosa County,32565,US,TIGER/Line® dataset from the US Census Bureau,,
2314621,28-May-22,West Virginia,Putnam (county),I-64,1,0,N/A,37.552029,-80.539672,0.75,place,,,,,Wayside,WV,Monroe County,24985,US,TIGER/Line® dataset from the US Census Bureau,,
2314805,28-May-22,Maryland,Temple Hills (Hillcrest Heights),3200 block of Naylor Rd,1,0,N/A,38.832891,-76.959419,0.4,place,,,,,Hillcrest Heights,MD,Prince George's County,20748,US,TIGER/Line® dataset from the US Census Bureau,,
2314974,28-May-22,California,Palmdale,36000 block of Windtree Cir,1,0,N/A,34.408383,-118.123597,0.5,place,,,,,Palmdale,CA,Los Angeles County,93550,US,TIGER/Line® dataset from the US Census Bureau,,
2315541,28-May-22,Michigan,Detroit,Russell St and Alfred St,1,1,N/A,42.347938,-83.041519,1,intersection,,Alfred St,,,Detroit,MI,Wayne County,48207,US,TIGER/Line® dataset from the US Census Bureau,,
2314796,28-May-22,Illinois,Chicago,5500 block of S Bishop St,2,0,N/A,41.88531,-87.62213,0.5,place,,,,,Chicago,IL,Cook County,60601,US,TIGER/Line® dataset from the US Census Bureau,,
2314583,28-May-22,Texas,Fort Worth,6000 block of Stoneybrook Dr,1,0,N/A,32.684773,-97.372837,0.6,street_center,,S Dr,,,Fort Worth,TX,Tarrant County,76109,US,TIGER/Line® dataset from the US Census Bureau,796,0.126
2315481,28-May-22,Texas,Beaumont,Fillmore St and Steelton St,1,0,N/A,30.120669,-94.126556,0.8,intersection,,Fillmore St,,,Beaumont,TX,Jefferson County,77703,US,TIGER/Line® dataset from the US Census Bureau,,
2315338,28-May-22,California,Fresno,2233 N 1st St,1,3,N/A,36.77068,-119.773874,1,rooftop,2233,N 1st St,,,Fresno,CA,Fresno County,93703,US,Fresno,1823,0.055
2314516,28-May-22,Louisiana,New Orleans,1100 block of Evangeline Trwy,1,0,N/A,30.26243,-92.57069,0.5,place,,,,,Evangeline,LA,Acadia Parish,70537,US,TIGER/Line® dataset from the US Census Bureau,,
2314267,28-May-22,Arizona,Phoenix,11621 N 39th St,2,0,N/A,33.592379,-111.998262,1,rooftop,11621,N 39th St,,,Phoenix,AZ,Maricopa County,85028,US,Maricopa,1470,0.136
2314614,28-May-22,Illinois,Chicago,6200 block of S Artesian Ave,1,0,N/A,41.88531,-87.62213,0.5,place,,,,,Chicago,IL,Cook County,60601,US,TIGER/Line® dataset from the US Census Bureau,,
2317688,28-May-22,Nevada,North Las Vegas,3300 block of Orr Ave,1,0,N/A,36.211456,-115.124148,0.5,place,,,,,North Las Vegas,NV,Clark County,89030,US,TIGER/Line® dataset from the US Census Bureau,,
2315270,28-May-22,Missouri,Springfield,2500 block of Glenview Ave,1,0,N/A,37.53144,-90.93318,0.5,place,,,,,Black,MO,Reynolds County,63625,US,TIGER/Line® dataset from the US Census Bureau,,
2314819,28-May-22,Maryland,Baltimore,Pratt St and Light St,1,2,N/A,39.286538,-76.613554,0.8,intersection,,E Pratt St,,,Baltimore,MD,Baltimore City,21202,US,TIGER/Line® dataset from the US Census Bureau,,
2315106,28-May-22,Florida,Orange Park,206 Park Ave,1,1,N/A,30.187705,-81.703247,1,rooftop,206,Park Ave,,,Orange Park,FL,Clay County,32073,US,Clay,1538,0.065
2314922,28-May-22,California,Carmichael,4400 block of Manzanita Ave,1,0,N/A,38.62136,-121.332191,0.5,place,,,,,Carmichael,CA,Sacramento County,95608,US,TIGER/Line® dataset from the US Census Bureau,,
2314321,28-May-22,Georgia,Thomaston,205 Park Ln,1,2,N/A,32.89517,-84.318901,1,rooftop,205,Park Ln,,,Thomaston,GA,Upson County,30286,US,Upson County,958,0.104
2314409,28-May-22,Colorado,Denver,3300 block of Clay St,1,0,N/A,39.760189,-104.996553,0.5,place,,,,,Denver,CO,Denver County,80202,US,TIGER/Line® dataset from the US Census Bureau,,
2314384,28-May-22,Ohio,West Chester,Timberrail Ct,1,0,N/A,39.32238,-84.389601,1,street_center,,Timberrail Ct,,,West Chester,OH,Butler County,45069,US,TIGER/Line® dataset from the US Census Bureau,2455,0.041
2314518,28-May-22,Missouri,Ozark,100 block of W Church St,1,0,N/A,37.071578,-93.21066,0.6,street_center,,W Black St,,,Ozark,MO,Christian County,65721,US,TIGER/Line® dataset from the US Census Bureau,6696,0.015
2316085,28-May-22,New Mexico,Tucumcari,Cemetery Rd and 4774 Quay County Rd 63,1,0,N/A,34.916697,-103.778184,0.5,place,,,,,Quay,NM,Quay County,88433,US,TIGER/Line® dataset from the US Census Bureau,,
2315190,28-May-22,Colorado,Colorado Springs,3800 block of E Pikes Pike Ave,1,3,N/A,38.828893,-104.809929,0.5,place,,,,,Colorado Springs,CO,El Paso County,80903,US,TIGER/Line® dataset from the US Census Bureau,,
2316155,28-May-22,Arizona,Phoenix,39th Ave and Grovers Ave,1,0,N/A,33.647341,-112.143127,0.8,intersection,,N 39th Ave,,,Glendale,AZ,Maricopa County,85308,US,TIGER/Line® dataset from the US Census Bureau,,
2315036,28-May-22,Indiana,Fort Wayne,300 block of W Rudisill Blvd,1,0,N/A,41.065397,-85.15842,0.5,place,,,,,Fort Wayne,IN,Allen County,46802,US,TIGER/Line® dataset from the US Census Bureau,,
2314353,28-May-22,Georgia,Atlanta,2200 Block of Niskey Lake Rd,1,0,N/A,33.844371,-84.47405,0.5,place,,,,,Atlanta,GA,Cobb County,30301,US,TIGER/Line® dataset from the US Census Bureau,,
2315167,28-May-22,Georgia,Macon,Greter St,1,0,N/A,32.800495,-83.641152,1,street_center,,Greter St,,,Macon,GA,Bibb County,31206,US,TIGER/Line® dataset from the US Census Bureau,777,0.129
2314961,28-May-22,Georgia,Atlanta,3700 Princeton Lakes Pkwy,1,0,N/A,33.659567,-84.509573,1,rooftop,3700,Princeton Lakes Pkwy SW,,,Atlanta,GA,Fulton County,30331,US,City of Atlanta,5028,0.02
2315227,28-May-22,Kansas,Wichita,4901 E Harry St,1,0,N/A,37.664179,-97.277478,1,rooftop,4901,E Harry St,,,Wichita,KS,Sedgwick County,67218,US,City of Wichita,551,0.181
2316021,28-May-22,Pennsylvania,Philadelphia,3100 block of Kensington Ave,1,1,N/A,40.001811,-75.11787,0.5,place,,,,,Philadelphia,PA,Philadelphia County,19101,US,TIGER/Line® dataset from the US Census Bureau,,
2315020,28-May-22,Kansas,Wichita,3115 E 25th St N,1,0,N/A,37.729875,-97.300515,1,range_interpolation,3115,E 25th St N,,,Wichita,KS,Sedgwick County,67219,US,TIGER/Line® dataset from the US Census Bureau,872,0.115
2316016,28-May-22,Pennsylvania,Philadelphia,2061 Chelten Ave,1,2,N/A,40.052003,-75.154155,0.99,rooftop,2061-63,Chelten Ave,,,Philadelphia,PA,Philadelphia County,19138,US,Philadelphia,607,0.165
2315981,28-May-22,Colorado,Denver,3000 block of S Sheridan Blvd,1,0,N/A,39.760189,-104.996553,0.5,place,,,,,Denver,CO,Denver County,80202,US,TIGER/Line® dataset from the US Census Bureau,,
2314279,28-May-22,Pennsylvania,Philadelphia,N 50th St,1,0,N/A,40.001811,-75.11787,0.5,place,,,,,Philadelphia,PA,Philadelphia County,19101,US,TIGER/Line® dataset from the US Census Bureau,,
2315355,28-May-22,Maryland,Baltimore,400 block of N East Ave,2,1,N/A,39.28073,-76.600152,0.7,street_center,,Block St,,,Baltimore,MD,Baltimore City,21231,US,TIGER/Line® dataset from the US Census Bureau,1246,0.161
2320550,28-May-22,Indiana,Bloomington,3500 block of N Valleyview Dr,1,0,N/A,39.07881,-86.435094,0.5,place,,,,,Bloomington,IN,Monroe County,47401,US,TIGER/Line® dataset from the US Census Bureau,,
2314955,28-May-22,Tennessee,Memphis,1683 E Shelby Dr,1,1,N/A,35.020667,-90.007966,1,rooftop,1683,E Shelby Dr,,,Memphis,TN,Shelby County,38116,US,City of Memphis,1036,0.097
2314596,28-May-22,Wyoming,Cheyenne,2500 block of E 11th St,1,0,N/A,41.092356,-104.936269,0.5,place,,,,,Cheyenne,WY,Laramie County,82001,US,TIGER/Line® dataset from the US Census Bureau,,
2314909,28-May-22,Louisiana,Lafayette,200 block of Guidry St,1,0,N/A,30.198545,-92.031328,1,rooftop,200,Block Ave,,,Lafayette,LA,Lafayette Parish,70503,US,Lafayette,1447,0.069
2315790,28-May-22,Louisiana,Alexandria,2900 block of Houston St,1,0,N/A,31.274156,-92.467107,0.5,place,,,,,Alexandria,LA,Rapides Parish,71301,US,TIGER/Line® dataset from the US Census Bureau,,
2314616,28-May-22,Arkansas,Little Rock,I-630 and Fair Park Blvd,1,0,N/A,34.74603,-92.334811,0.5,intersection,,Fair Park Blvd,,,Little Rock,AR,Pulaski County,72204,US,TIGER/Line® dataset from the US Census Bureau,,
2315378,28-May-22,California,Fresno,5700 block of Van Ness Blvd,2,0,N/A,34.178483,-118.431791,0.5,place,,,,,Van Nuys,CA,Los Angeles County,91401,US,TIGER/Line® dataset from the US Census Bureau,,
2315707,28-May-22,California,Ontario,W Mission Blvd and S Magnolia Ave,1,0,N/A,34.055994,-117.672037,1,intersection,,S Magnolia Ave,,,Ontario,CA,San Bernardino County,91762,US,TIGER/Line® dataset from the US Census Bureau,,
2315072,28-May-22,New York,Brooklyn,389 Decatur St,1,0,N/A,40.682215,-73.927917,1,rooftop,389,Decatur St,,,Brooklyn,NY,Kings County,11233,US,City of New York,1183,0.085
2317235,27-May-22,Mississippi,Tupelo,111 Katie Anna Dr,1,0,N/A,34.301724,-88.618093,1,range_interpolation,111,Katie Anna Ln,,,Tupelo,MS,Lee County,38804,US,TIGER/Line® dataset from the US Census Bureau,1276,0.078
2313458,27-May-22,Indiana,Indianapolis,10100 block of Tinton Ct,1,0,N/A,39.760876,-85.987649,0.77,nearest_rooftop_match,10114,Gate Dr,,,Indianapolis,IN,Marion County,46239,US,Statewide IN,5923,0.017
2314831,27-May-22,Arkansas,Pine Bluff,2200 block of W 10th Ave,1,0,N/A,34.208962,-91.985946,0.5,place,,,,,Pine Bluff,AR,Jefferson County,71601,US,TIGER/Line® dataset from the US Census Bureau,,
2313936,27-May-22,Maryland,Baltimore,1600 block of E 32nd St,1,0,N/A,39.458902,-76.709885,0.71,nearest_rooftop_match,1648,Bullock Cir,,,Owings Mills,MD,Baltimore County,21117,US,Baltimore,1299,0.077
2313904,27-May-22,Maryland,Baltimore,1900 block of E North Ave,1,0,N/A,39.28073,-76.600152,0.7,street_center,,Block St,,,Baltimore,MD,Baltimore City,21231,US,TIGER/Line® dataset from the US Census Bureau,1246,0.08
2313975,27-May-22,Tennessee,Jasper,I-24 and TN-156,1,0,N/A,35.858564,-86.349357,1,state,,,,,,TN,,,US,TIGER/Line® dataset from the US Census Bureau,,
2314736,27-May-22,North Carolina,High Point,500 block of Pendleton Ct,1,0,N/A,36.47154,-77.19858,0.5,place,,,,,Pendleton,NC,Northampton County,27862,US,TIGER/Line® dataset from the US Census Bureau,,
2314544,27-May-22,Texas,Houston,2960 W Sam Houston Pkwy S,1,0,N/A,29.732343,-95.558976,1,rooftop,2960,W Sam Houston Pkwy S,,,Houston,TX,Harris County,77042,US,Greater Houston,1685,0.059
2314087,27-May-22,Kentucky,Bowling Green,260 Walnut Creek Dr,1,0,N/A,36.99139,-86.492861,1,rooftop,260,Walnut Creek Dr,,,Bowling Green,KY,Warren County,42101,US,Warren,1409,0.071
2313687,27-May-22,Texas,Houston,Trevor Way and Cypress Preserve Park Dr,1,0,N/A,29.813142,-95.309789,0.5,place,,,,,Houston,TX,Harris County,77001,US,TIGER/Line® dataset from the US Census Bureau,,
2314604,27-May-22,California,Palmdale,37000 block of Cedrela Ave,1,0,N/A,34.408383,-118.123597,0.5,place,,,,,Palmdale,CA,Los Angeles County,93550,US,TIGER/Line® dataset from the US Census Bureau,,
2314558,27-May-22,Indiana,Gary,W 21st Ave and Clark Rd,1,0,N/A,41.580679,-87.393808,1,intersection,,Clark Rd,,,Gary,IN,Lake County,46404,US,TIGER/Line® dataset from the US Census Bureau,,
2314640,27-May-22,Kentucky,Hopkinsville,800 block of E 4th St,1,0,N/A,36.876568,-87.471106,0.5,place,,,,,Hopkinsville,KY,Christian County,42240,US,TIGER/Line® dataset from the US Census Bureau,,
2314530,27-May-22,Massachusetts,Lynn,655 Western Ave,1,0,N/A,42.465284,-70.962743,1,rooftop,655,Western Ave,,,Lynn,MA,Essex County,1905,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",1704,0.059
2314533,27-May-22,Texas,Dallas,3565 Timberglen Rd,2,1,N/A,33.003743,-96.859863,1,rooftop,3565,Timberglen Rd,,,Dallas,TX,Denton County,75287,US,Denton,1840,0.109
2314155,27-May-22,California,Los Angeles,1534 W Florence Ave,1,0,N/A,33.97441,-118.30372,1,rooftop,1534,W Florence Ave,,,Los Angeles,CA,Los Angeles County,90047,US,City of Los Angeles,1098,0.091
2314493,27-May-22,South Carolina,Latta,Sunset Dr and Bethea Exd,1,0,N/A,34.347505,-79.468177,1,intersection,,Bethea Exd,,,Latta,SC,Dillon County,29565,US,TIGER/Line® dataset from the US Census Bureau,,
2314288,27-May-22,Florida,Miami,8201 NW 17th Ave,1,0,N/A,25.849834,-80.225156,1,rooftop,8201,NW 17th Ave,,,Miami,FL,Miami-Dade County,33147,US,Miami2,1688,0.059
2316456,27-May-22,Mississippi,Liberty,S Greensburg Rd,1,0,N/A,31.021197,-90.791875,1,street_center,,S Greensburg,,,Liberty,MS,Amite County,39645,US,TIGER/Line® dataset from the US Census Bureau,914,0.109
2317244,27-May-22,Missouri,Saint Louis,5900 block of Lucille Ave,1,0,N/A,38.631501,-90.19231,0.5,place,,,,,Saint Louis,MO,St. Louis City,63101,US,TIGER/Line® dataset from the US Census Bureau,,
2313433,27-May-22,Illinois,Chicago,3500 block of W Polk St,1,0,N/A,41.88531,-87.62213,0.5,place,,,,,Chicago,IL,Cook County,60601,US,TIGER/Line® dataset from the US Census Bureau,,
2314426,27-May-22,Ohio,Maple Heights,I-271,1,0,N/A,41.404703,-81.557493,0.5,place,,,,,Maple Heights,OH,Cuyahoga County,44137,US,TIGER/Line® dataset from the US Census Bureau,,
2314148,27-May-22,California,Gustine,13023 CA-33,1,0,N/A,37.100491,-121.017241,1,rooftop,13023,Highway 33,,,Gustine,CA,Merced County,95322,US,Merced,2135,0.047
2314150,27-May-22,California,Atwater,800 block of Cedar Ave,1,0,N/A,37.317255,-120.647347,0.5,place,,,,,Atwater,CA,Merced County,95301,US,TIGER/Line® dataset from the US Census Bureau,,
2319998,27-May-22,Colorado,Costilla (county),Co Rd 11,1,0,N/A,37.277547,-105.42894,1,county,,,,,,CO,Costilla County,,US,US Census Bureau,,
2314442,27-May-22,Ohio,Galloway,300 block of Idlebrook Pl,2,0,N/A,39.91312,-83.16241,0.5,place,,,,,Galloway,OH,Franklin County,43119,US,TIGER/Line® dataset from the US Census Bureau,,
2314366,27-May-22,Georgia,Griffin,1600 block of N Hill St,1,0,N/A,33.265854,-84.289552,0.5,place,,,,,Griffin,GA,Spalding County,30223,US,TIGER/Line® dataset from the US Census Bureau,,
2313515,27-May-22,Georgia,Decatur,3600 block of Oakwood Manor,1,0,N/A,31.168101,-82.594815,0.5,place,,,,,Manor,GA,Ware County,31550,US,TIGER/Line® dataset from the US Census Bureau,,
2314449,27-May-22,Kansas,Salina,2708 S Holmes Rd,1,1,N/A,38.790471,-97.559143,1,rooftop,2708,S Holmes Rd,,,Salina,KS,Saline County,67401,US,City of Salina,1206,0.083
2313970,27-May-22,Michigan,Stanwood,10711 185th Ave,4,1,N/A,43.623706,-85.453398,1,range_interpolation,10711,185th Ave,,,Stanwood,MI,Mecosta County,49346,US,TIGER/Line® dataset from the US Census Bureau,1873,0.214
2315135,27-May-22,Florida,Apopka,600 Block of E 13th St,1,0,N/A,28.635425,-81.488843,0.5,place,,,,,Apopka,FL,Orange County,32703,US,TIGER/Line® dataset from the US Census Bureau,,
2314291,27-May-22,Florida,Orlando,2200 Americana Blvd,1,0,N/A,28.486477,-81.408727,1,rooftop,2200,Americana Blvd,,,Orlando,FL,Orange County,32839,US,Orange County,4990,0.02
2313495,27-May-22,Florida,Hialeah,2631 W 79th St,1,0,N/A,25.894593,-80.336982,1,rooftop,2631,W 79th St,,,Hialeah,FL,Miami-Dade County,33016,US,Statewide2,2882,0.035
2315115,27-May-22,Florida,Green Cove Springs,3100 block of Dothan Rd,1,1,N/A,30.101472,-81.960181,0.56,nearest_rooftop_match,3031,Ruddy Ln,,,Middleburg,FL,Clay County,32068,US,Clay,1727,0.058
2314239,27-May-22,Alaska,Fairbanks,27th Ave and Mercier St,1,0,N/A,64.822468,-147.721482,1,intersection,,27th Ave,,,Fairbanks,AK,Fairbanks North Star Borough,99701,US,TIGER/Line® dataset from the US Census Bureau,,
2314159,27-May-22,California,Pomona,E 9th St and Kadota Ave,1,0,N/A,34.052179,-117.717726,1,intersection,,E 9th St,,,Pomona,CA,San Bernardino County,91766,US,TIGER/Line® dataset from the US Census Bureau,,
2314260,27-May-22,Oregon,Portland,N Columbia Blvd and N Bank St,1,0,N/A,45.594106,-122.723327,1,street_center,,N Columbia Blvd,,,Portland,OR,Multnomah County,97203,US,TIGER/Line® dataset from the US Census Bureau,3470,0.029
2314525,27-May-22,North Carolina,Gastonia,Rankin Ave and N King St,1,0,N/A,35.267089,-81.195816,0.8,intersection,,N King St,,,Gastonia,NC,Gaston County,28052,US,TIGER/Line® dataset from the US Census Bureau,,
2313750,27-May-22,Ohio,Elyria,1000 Chestnut Commons Dr,1,0,N/A,41.350413,-82.067206,1,rooftop,1000,Chestnut Commons Dr,,,Elyria,OH,Lorain County,44035,US,Lorain,1554,0.064
2314137,27-May-22,Mississippi,Vaughan,Vaughan Rd and Bennett Rd,2,0,N/A,32.80686,-90.08932,1,intersection,,Bennett Rd,,,Vaughan,MS,Yazoo County,39179,US,TIGER/Line® dataset from the US Census Bureau,,
2314054,26-May-22,Tennessee,Vonore,Smokey Branch Rd,1,0,N/A,35.518244,-84.120421,1,street_center,,Smokey Branch Rd,,,Vonore,TN,Monroe County,37885,US,TIGER/Line® dataset from the US Census Bureau,1881,0.053
2314153,26-May-22,California,Obrien,I-5,1,0,N/A,40.735153,-122.1944,0.5,place,,,,,Obrien,CA,Shasta County,96070,US,TIGER/Line® dataset from the US Census Bureau,,
2313068,26-May-22,District of Columbia,Washington,2200 block of Savannah Terrace SE,1,0,N/A,38.911936,-77.016719,0.5,place,,,,,Washington,DC,District of Columbia,20001,US,TIGER/Line® dataset from the US Census Bureau,,
2313497,26-May-22,Colorado,Mead,I-25 and Co Rd 38,1,0,N/A,40.260729,-104.829788,0.8,intersection,,County Rd 25,,,Platteville,CO,Weld County,80651,US,TIGER/Line® dataset from the US Census Bureau,,
2313784,26-May-22,North Carolina,Chadbourn,Joe Brown Hwy S,1,0,N/A,34.265801,-78.814918,1,street_center,,Joe Brown Hwy S,,,Chadbourn,NC,Columbus County,28431,US,TIGER/Line® dataset from the US Census Bureau,1386,0.072
2313245,26-May-22,Kentucky,Louisville,14500 block of Dixie Hwy,1,0,N/A,38.25247,-85.753812,0.5,place,,,,,Louisville,KY,Jefferson County,40202,US,TIGER/Line® dataset from the US Census Bureau,,
2313192,26-May-22,Texas,Houston,1219 Murrayhill Dr,1,0,N/A,29.791788,-95.550746,1,rooftop,1219,Murrayhill Dr,,,Houston,TX,Harris County,77043,US,Greater Houston,2081,0.048
2313766,26-May-22,New York,Albany,Quail St and Second St,1,0,N/A,42.564703,-74.082638,0.8,intersection,,County Rd 2,,,East Berne,NY,Albany County,12059,US,TIGER/Line® dataset from the US Census Bureau,,
2313056,26-May-22,Texas,Houston,7000 block of Pavilion Park Dr,1,0,N/A,29.813142,-95.309789,0.5,place,,,,,Houston,TX,Harris County,77001,US,TIGER/Line® dataset from the US Census Bureau,,
2313740,26-May-22,Ohio,Steubenville,Darlington Rd,1,0,N/A,40.367252,-80.619203,1,street_center,,Darlington Rd,,,Steubenville,OH,Jefferson County,43952,US,TIGER/Line® dataset from the US Census Bureau,1479,0.068
2312975,26-May-22,Oklahoma,Oklahoma City,2811 Northwest Expy,2,0,N/A,35.52683,-97.564345,1,rooftop,2811,Northwest Expy,,,Oklahoma City,OK,Oklahoma County,73112,US,Oklahoma,855,0.234
2313729,26-May-22,Pennsylvania,Philadelphia,3400 block of Kip St,1,1,N/A,40.001811,-75.11787,0.5,place,,,,,Philadelphia,PA,Philadelphia County,19101,US,TIGER/Line® dataset from the US Census Bureau,,
2313689,26-May-22,South Carolina,Anderson,3200 block of Keys St,1,0,N/A,34.469454,-82.651983,0.9,range_interpolation,3200,Keys St,,,Anderson,SC,Anderson County,29624,US,TIGER/Line® dataset from the US Census Bureau,1530,0.065
2313524,26-May-22,Missouri,Saint Louis (Jennings),5600 block of Janet Ave,1,0,N/A,38.631501,-90.19231,0.5,place,,,,,Saint Louis,MO,St. Louis City,63101,US,TIGER/Line® dataset from the US Census Bureau,,
2313517,26-May-22,Texas,Holliday,100 block of S Pecan St,1,0,N/A,33.711373,-98.711928,0.5,place,,,,,Holliday,TX,Archer County,76366,US,TIGER/Line® dataset from the US Census Bureau,,
2313409,26-May-22,South Carolina,Sumter,W Fulton St and S Sumter St,1,0,N/A,33.909075,-80.344599,0.93,intersection,,S Sumter St,,,Sumter,SC,Sumter County,29150,US,TIGER/Line® dataset from the US Census Bureau,,
2313700,26-May-22,Texas,Muenster,Co Rd 428,1,0,N/A,31.434703,-99.281824,1,state,,,,,,TX,,,US,TIGER/Line® dataset from the US Census Bureau,,
2313668,26-May-22,Ohio,Columbus,3600 block of Briggs Rd,1,0,N/A,40.100924,-83.013402,0.5,place,,,,,Columbus,OH,Franklin County,43085,US,TIGER/Line® dataset from the US Census Bureau,,
2313183,26-May-22,Texas,Houston,3941 Fondren Rd,1,1,N/A,29.722026,-95.519886,1,rooftop,3941,Fondren Rd,,,Houston,TX,Harris County,77063,US,Greater Houston,1508,0.066
2313405,26-May-22,South Carolina,North Charleston,5900 Rivers Ave,1,0,N/A,32.902017,-80.018551,1,range_interpolation,5900,Rivers Ave,,,North Charleston,SC,Charleston County,29406,US,TIGER/Line® dataset from the US Census Bureau,2200,0.045
2313653,26-May-22,California,Riverbank,2449 Claribel Rd,1,0,N/A,37.713825,-120.952694,0.85,nearest_rooftop_match,2425,Claribel Rd,,,Riverbank,CA,Stanislaus County,95367,US,Stanislaus,7913,0.013
2313569,26-May-22,Texas,Arlington,6000 block of Bay Hill Dr,1,0,N/A,32.679971,-97.198595,0.56,nearest_rooftop_match,5930,Troy Ln,,,Arlington,TX,Tarrant County,76016,US,Statewide TX,1453,0.069
2313743,26-May-22,Ohio,Mansfield,350 Jennings Ave,1,0,N/A,40.743163,-82.498243,1,rooftop,350,Jennings Ave,,,Mansfield,OH,Richland County,44907,US,Richland County,1987,0.05
2313622,26-May-22,Oklahoma,Oklahoma City,Miramar Blvd and NE 24th St,1,0,N/A,35.494973,-97.467936,1,intersection,,Miramar Blvd,,,Oklahoma City,OK,Oklahoma County,73111,US,TIGER/Line® dataset from the US Census Bureau,,
2313228,26-May-22,New Jersey,Vineland,1811 N Delsea Dr,1,0,N/A,39.513467,-75.040611,1,rooftop,1811,N Delsea Dr,,,Vineland,NJ,Cumberland County,8360,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",1101,0.091
2312700,26-May-22,Texas,Austin,1500 block of Crossing Pl,1,0,N/A,30.268335,-97.741382,0.5,place,,,,,Austin,TX,Travis County,78701,US,TIGER/Line® dataset from the US Census Bureau,,
2313149,26-May-22,Nebraska,Omaha,N 65th St and Ames Ave,1,0,N/A,41.299518,-96.011698,1,intersection,,Ames Ave,,,Omaha,NE,Douglas County,68104,US,TIGER/Line® dataset from the US Census Bureau,,
2312889,26-May-22,Ohio,Xenia,306 Home Ave,1,0,N/A,39.67626,-83.926502,1,rooftop,306,Home Ave,,,Xenia,OH,Greene County,45385,US,Greene,1158,0.086
2313551,26-May-22,Ohio,Cuyahoga Falls,1376 Forest Glen Dr,1,1,N/A,41.122502,-81.489622,1,rooftop,1376,Forest Glen Dr,,,Cuyahoga Falls,OH,Summit County,44221,US,Summit,1054,0.095
2313416,26-May-22,Ohio,Hamilton,3201 Princeton Rd,1,1,N/A,39.388867,-84.508667,1,rooftop,3201,Princeton Rd,,,Fairfield Township,OH,Butler County,45011,US,Butler,1480,0.068
2313040,26-May-22,Maryland,Baltimore,10 block of N Catherine St,1,0,N/A,39.411874,-76.483946,0.8,rooftop,10,Beloak Ct,,,Nottingham,MD,Baltimore County,21236,US,Baltimore,1940,0.052
2312607,26-May-22,Kansas,Wichita,500 block of N Milstead St,1,0,N/A,37.651974,-97.258997,0.5,place,,,,,Wichita,KS,Sedgwick County,67201,US,TIGER/Line® dataset from the US Census Bureau,,
2312692,26-May-22,Indiana,Indianapolis,3200 block of Laurel St,1,0,N/A,39.467957,-85.178057,0.5,place,,,,,Laurel,IN,Franklin County,47024,US,TIGER/Line® dataset from the US Census Bureau,,
2313077,26-May-22,Tennessee,Nashville,371 Wallace Rd,1,0,N/A,36.07798,-86.723037,1,range_interpolation,371,Wallace Rd,,,Nashville,TN,Davidson County,37211,US,TIGER/Line® dataset from the US Census Bureau,2129,0.047
2313469,26-May-22,Washington,Spanaway,17410 Pacific Ave S,1,0,N/A,47.099201,-122.435052,1,range_interpolation,17410,Pacific Ave S,,,Spanaway,WA,Pierce County,98387,US,TIGER/Line® dataset from the US Census Bureau,1497,0.067
2313394,26-May-22,North Carolina,Durham,800 block of South St,1,0,N/A,35.99924,-78.897944,0.5,place,,,,,Durham,NC,Durham County,27701,US,TIGER/Line® dataset from the US Census Bureau,,
2313414,26-May-22,South Carolina,Greenville,60 Roper Mountain Rd,1,0,N/A,34.838051,-82.314783,1,rooftop,60,Roper Mountain Rd,,,Greenville,SC,Greenville County,29607,US,Greenville,1723,0.058
2312968,26-May-22,Alabama,Carbon Hill,4th Ave NE and Marlin Jordan Rd,2,1,N/A,33.895593,-87.499478,0.98,intersection,,4th Ave NE,,,Carbon Hill,AL,Walker County,35549,US,TIGER/Line® dataset from the US Census Bureau,,
2313050,26-May-22,Mississippi,Jackson,1900 block of Ventura Dr,1,1,N/A,32.281384,-90.22033,0.8,nearest_rooftop_match,1901,East Dr,,,Jackson,MS,Hinds County,39204,US,Hinds,1973,0.051
2312719,25-May-22,Washington,Kennewick,8600 block of W 1st Ave,1,0,N/A,46.212306,-119.155671,0.5,place,,,,,Kennewick,WA,Benton County,99336,US,TIGER/Line® dataset from the US Census Bureau,,
2312096,25-May-22,New York,Brooklyn,2305 Stillwell Ave,1,0,N/A,40.590956,-73.983676,1,rooftop,2305,Stillwell Ave,,,Brooklyn,NY,Kings County,11223,US,City of New York,644,0.155
