Incident ID,Incident Date,State,City Or County,Address,Killed,Injured,Operations,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
2290982,30-Apr-22,Illinois,Chicago,3400 block of W Sunnyside Ave,2,0,N/A,41.88531,-87.62213,0.5,place,,,,,Chicago,IL,Cook County,60601,US,TIGER/Line® dataset from the US Census Bureau
2298959,30-Apr-22,Alabama,Pisgah,Co Rd 354,2,0,N/A,32.739632,-86.843459,1,state,,,,,,AL,,,US,TIGER/Line® dataset from the US Census Bureau
2290413,29-Apr-22,Texas,Hawkins,469 W Front St,1,0,N/A,32.587138,-95.199529,0.8,rooftop,469,E Front St,,,Hawkins,TX,Wood County,75765,US,Statewide Partial
2290795,29-Apr-22,Illinois,Chicago,300 block of S Kilpatrick Ave,1,0,N/A,41.88531,-87.62213,0.5,place,,,,,Chicago,IL,Cook County,60601,US,TIGER/Line® dataset from the US Census Bureau
2291420,29-Apr-22,Mississippi,Kosciusko,Northside Park Rd,1,0,N/A,33.055142,-89.5913,0.5,place,,,,,Kosciusko,MS,Attala County,39090,US,TIGER/Line® dataset from the US Census Bureau
2290800,29-Apr-22,Tennessee,Knoxville,2917 Tazewell Pike,2,3,N/A,36.024615,-83.923788,1,range_interpolation,2917,Tazewell Pike,,,Knoxville,TN,Knox County,37918,US,TIGER/Line® dataset from the US Census Bureau
2291185,29-Apr-22,Tennessee,Jackson,310 North Pkwy,2,2,N/A,35.645451,-88.85312,1,rooftop,310,North Pkwy,,,Jackson,TN,Madison County,38305,US,Statewide TN
2292107,29-Apr-22,California,Pomona,Thomas St and Commercial St,1,0,N/A,34.059601,-117.751289,0.8,intersection,,N Thomas St,,,Pomona,CA,Los Angeles County,91768,US,TIGER/Line® dataset from the US Census Bureau
2290786,29-Apr-22,North Carolina,Winston Salem (Winston-salem),2100 Block of Carver School Rd,1,0,N/A,36.111102,-80.200493,0.5,place,,,,,Winston Salem,NC,Forsyth County,27101,US,TIGER/Line® dataset from the US Census Bureau
2290659,29-Apr-22,Texas,Houston,10200 Ley Rd,1,0,N/A,29.837083,-95.23358,1,range_interpolation,10200,Ley Rd,,,Houston,TX,Harris County,77078,US,TIGER/Line® dataset from the US Census Bureau
2291309,29-Apr-22,California,Hemet,Dartmouth St and Collegian Way,1,0,N/A,33.734645,-116.93775,0.72,intersection,,Collegian Way,,,Hemet,CA,Riverside County,92544,US,TIGER/Line® dataset from the US Census Bureau
2291269,29-Apr-22,South Carolina,Columbia,100 Lorick Cir,1,0,N/A,34.035409,-81.035781,1,range_interpolation,100,Lorick Cir,,,Columbia,SC,Richland County,29203,US,TIGER/Line® dataset from the US Census Bureau
2290724,29-Apr-22,North Carolina,Charlotte,700 block of Montana Dr,2,0,N/A,35.26002,-80.804151,0.5,place,,,,,Charlotte,NC,Mecklenburg County,28201,US,TIGER/Line® dataset from the US Census Bureau
2290768,29-Apr-22,Minnesota,Minneapolis,3300 block of N James Ave,1,0,N/A,44.984577,-93.269097,0.5,place,,,,,Minneapolis,MN,Hennepin County,55401,US,TIGER/Line® dataset from the US Census Bureau
2294114,29-Apr-22,Texas,Austin,1625 Forest Trl,2,0,N/A,30.291396,-97.767118,1,rooftop,1625,Forest Trl,,,Austin,TX,Travis County,78703,US,Capcog
2290681,29-Apr-22,New York,Ronkonkoma,385 Wildwood Rd,1,0,N/A,40.81585,-73.130959,1,rooftop,385,Wildwood Rd,,,Ronkonkoma,NY,Suffolk County,11779,US,Suffolk
2290595,29-Apr-22,Minnesota,Minneapolis,2400 block of N Emerson Ave,1,0,N/A,44.984577,-93.269097,0.5,place,,,,,Minneapolis,MN,Hennepin County,55401,US,TIGER/Line® dataset from the US Census Bureau
2291403,29-Apr-22,Kansas,Kansas City,900 block of Everett Ave,1,0,N/A,39.103053,-94.630384,0.5,place,,,,,Kansas City,KS,Wyandotte County,66101,US,TIGER/Line® dataset from the US Census Bureau
2290508,29-Apr-22,Georgia,Atlanta,Joseph E Lowery Blvd SW and Beckwith St SW,1,0,N/A,33.752466,-84.417535,0.96,intersection,,Beckwith St SW,,,Atlanta,GA,Fulton County,30314,US,TIGER/Line® dataset from the US Census Bureau
2290943,29-Apr-22,New York,Hyde Park,50 N Cross Rd,1,0,N/A,41.52414,-73.707385,0.9,rooftop,50,Cross Rd,,,Holmes,NY,Dutchess County,12531,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
2291600,29-Apr-22,South Dakota,Rapid City,200 block of E Monroe St,1,0,N/A,43.48637,-97.21506,0.5,place,,,,,Monroe,SD,Turner County,57047,US,TIGER/Line® dataset from the US Census Bureau
2292659,29-Apr-22,Texas,Colorado City,Lois Ln and Lake Co Rd 252,1,0,N/A,32.358111,-100.940474,0.6,intersection,,County Rd 252,,,Colorado City,TX,Mitchell County,79512,US,TIGER/Line® dataset from the US Census Bureau
2294855,29-Apr-22,Florida,Tampa,2220 W Kennedy Blvd,1,0,N/A,27.944387,-82.482577,1,rooftop,2220,W Kennedy Blvd,,,Tampa,FL,Hillsborough County,33606,US,Hillsborough
2292768,29-Apr-22,Minnesota,Wadena,32210 595th Ave,2,0,N/A,46.429754,-95.249949,1,rooftop,32210,595th Ave,,,Wadena,MN,Otter Tail County,56482,US,Otter Tail
2290357,29-Apr-22,Texas,Humble,2400 block of Canton Trace,1,0,N/A,32.55652,-95.8633,0.5,place,,,,,Canton,TX,Van Zandt County,75103,US,TIGER/Line® dataset from the US Census Bureau
2290312,29-Apr-22,Missouri,Kansas City,E 43rd St and Park Ave,1,0,N/A,39.04837,-94.557458,0.8,intersection,,E 43rd St,,,Kansas City,MO,Jackson County,64130,US,TIGER/Line® dataset from the US Census Bureau
2290962,29-Apr-22,Illinois,Chicago,3400 block of S Indiana Ave,1,0,N/A,41.88531,-87.62213,0.5,place,,,,,Chicago,IL,Cook County,60601,US,TIGER/Line® dataset from the US Census Bureau
2291725,29-Apr-22,California,Los Angeles,66th St and Normandie Ave,1,0,N/A,33.979139,-118.300269,0.8,intersection,,S Normandie Ave,,,Los Angeles,CA,Los Angeles County,90044,US,TIGER/Line® dataset from the US Census Bureau
2290653,29-Apr-22,New York,New York (Manhattan),283 E 4th St,1,0,N/A,40.722698,-73.980891,1,rooftop,283,E 4th St,,,New York,NY,New York County,10009,US,City of New York
2290432,29-Apr-22,Florida,Tallahassee,1500 block of Lake Ave,1,0,N/A,30.448553,-84.334662,0.7,street_center,,Block Dr,,,Tallahassee,FL,Leon County,32304,US,TIGER/Line® dataset from the US Census Bureau
2291337,29-Apr-22,Arkansas,Little Rock,1400 E 28th St,1,0,N/A,34.721134,-92.256174,1,rooftop,1400,E 28th St,,,Little Rock,AR,Pulaski County,72206,US,Pulaski
2290868,29-Apr-22,Maryland,Baltimore,3282 Garrison Blvd,2,0,N/A,39.325924,-76.682778,1,range_interpolation,3282,Garrison Blvd,,,Baltimore,MD,Baltimore City,21216,US,TIGER/Line® dataset from the US Census Bureau
2290236,29-Apr-22,Maryland,Baltimore,3600 block of 5th St,1,0,N/A,39.366547,-76.791975,0.7,nearest_rooftop_match,3601,Blackstone Rd,,,Randallstown,MD,Baltimore County,21133,US,Baltimore
2293583,29-Apr-22,Texas,Dallas,7501 N Stemmons Fwy,1,0,N/A,32.820385,-96.87131,1,rooftop,7501,N Stemmons Fwy,,,Dallas,TX,Dallas County,75247,US,Dallas
2291038,29-Apr-22,Utah,Ogden (Riverdale),700 W and 4100 S,1,0,N/A,41.187902,-111.996243,1,intersection,,4100 S,,,Ogden,UT,Weber County,84405,US,TIGER/Line® dataset from the US Census Bureau
2290251,29-Apr-22,Indiana,Indianapolis,5700 block of San Paulo Circle,1,0,N/A,39.775092,-86.13216,0.5,place,,,,,Indianapolis,IN,Marion County,46201,US,TIGER/Line® dataset from the US Census Bureau
2290339,29-Apr-22,Florida,Jacksonville,2681 University Blvd N,3,0,N/A,30.350168,-81.599459,1,rooftop,2681,University Blvd N,,,Jacksonville,FL,Duval County,32211,US,Duval
2290882,29-Apr-22,Pennsylvania,Norristown,W Warren St and Markley St,2,0,N/A,40.127837,-75.337783,0.85,intersection,,Markley St,,,Norristown,PA,Montgomery County,19401,US,TIGER/Line® dataset from the US Census Bureau
2290945,29-Apr-22,New York,Albany,Madison Ave and Grand St,1,0,N/A,42.646239,-73.756496,1,intersection,,Grand St,,,Albany,NY,Albany County,12202,US,TIGER/Line® dataset from the US Census Bureau
2290940,29-Apr-22,Mississippi,Oxford,Saddle Creek Dr,1,0,N/A,34.331196,-89.521169,1,street_center,,Saddle Creek Dr,,,Oxford,MS,Lafayette County,38655,US,TIGER/Line® dataset from the US Census Bureau
2290934,29-Apr-22,Louisiana,Lake Charles,1000 block of McCall St,1,1,N/A,30.230313,-93.162342,0.7,street_center,,Block St,,,Lake Charles,LA,Calcasieu Parish,70615,US,TIGER/Line® dataset from the US Census Bureau
2290925,29-Apr-22,Massachusetts,New Bedford,100 block of Weld St,1,0,N/A,41.778346,-71.152494,0.46,nearest_rooftop_match,31,Sadie Way,,,Somerset,MA,Bristol County,2726,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
2290552,29-Apr-22,Nevada,Las Vegas,3920 Las Vegas Blvd N,1,0,N/A,36.230221,-115.068903,1,rooftop,3920,N Las Vegas Blvd,,,Las Vegas,NV,Clark County,89115,US,Las Vegas
2290847,29-Apr-22,North Carolina,Greensboro,2705 W Gate City Blvd,1,1,N/A,36.051596,-79.833336,1,rooftop,2705,W Gate City Blvd,,,Greensboro,NC,Guilford County,27403,US,City of Greensboro
2290931,29-Apr-22,Louisiana,Lake Charles,500 block of W Lagrange St,2,0,N/A,30.230963,-93.162211,1,range_interpolation,500,Block St,,,Lake Charles,LA,Calcasieu Parish,70615,US,TIGER/Line® dataset from the US Census Bureau
2290464,29-Apr-22,Georgia,Fairburn,7100 block of Hania Dr,1,0,N/A,34.099929,-84.254972,0.8,nearest_rooftop_match,7101,Deer Trl,,,Alpharetta,GA,Fulton County,30004,US,Fulton
2293776,29-Apr-22,Texas,Galveston,Seawall Blvd and 12th St,1,0,N/A,29.298491,-94.777743,0.99,intersection,,12th St,,,Galveston,TX,Galveston County,77550,US,TIGER/Line® dataset from the US Census Bureau
2291447,29-Apr-22,Louisiana,Baton Rouge,1700 block of Boulevard De Province,2,1,N/A,30.44924,-91.185607,0.5,place,,,,,Baton Rouge,LA,East Baton Rouge Parish,70801,US,TIGER/Line® dataset from the US Census Bureau
2290929,29-Apr-22,Louisiana,Baton Rouge,11500 block of N Harrells Ferry Rd,1,0,N/A,30.44924,-91.185607,0.5,place,,,,,Baton Rouge,LA,East Baton Rouge Parish,70801,US,TIGER/Line® dataset from the US Census Bureau
2290615,29-Apr-22,Tennessee,Memphis,2711 Range Line Rd,1,0,N/A,35.199437,-89.976083,1,rooftop,2711,Range Line Rd,,,Memphis,TN,Shelby County,38127,US,City of Memphis
2289790,28-Apr-22,Kentucky,Louisville,1100 block of W Jefferson St,1,0,N/A,38.189532,-85.657624,1,county,,,,,,KY,Jefferson County,,US,US Census Bureau
2290770,28-Apr-22,Virginia,Accomac,Lankford Hwy and Front St,1,0,N/A,37.734801,-75.648057,0.72,intersection,,Front St,,,Accomac,VA,Accomack County,23301,US,TIGER/Line® dataset from the US Census Bureau
2290628,28-Apr-22,Minnesota,Minneapolis,2200 block of N James Ave,1,0,N/A,44.984577,-93.269097,0.5,place,,,,,Minneapolis,MN,Hennepin County,55401,US,TIGER/Line® dataset from the US Census Bureau
2289756,28-Apr-22,Tennessee,Memphis,2520 Horizon Lake Dr,1,1,N/A,35.194198,-89.798202,1,rooftop,2520,Horizon Lake Dr,,,Memphis,TN,Shelby County,38133,US,City of Memphis
2290613,28-Apr-22,California,Simi Valley,1st St and E Los Angeles Ave,1,0,N/A,34.30873,-118.687222,0.5,place,,,,,Simi Valley,CA,Ventura County,93063,US,TIGER/Line® dataset from the US Census Bureau
2290599,28-Apr-22,South Carolina,Mayesville,Fourth St,1,1,N/A,33.977398,-80.197803,1,street_center,,4th St,,,Mayesville,SC,Sumter County,29104,US,TIGER/Line® dataset from the US Census Bureau
2289897,28-Apr-22,Maryland,Baltimore,4100 block of Elkader Ave,1,0,N/A,39.28073,-76.600152,0.7,street_center,,Block St,,,Baltimore,MD,Baltimore City,21231,US,TIGER/Line® dataset from the US Census Bureau
2290587,28-Apr-22,Minnesota,Bowlus,45th St and 110th Ave,1,1,N/A,45.826597,-94.430786,1,intersection,,110th Ave,,,Bowlus,MN,Morrison County,56314,US,TIGER/Line® dataset from the US Census Bureau
2290354,28-Apr-22,Texas,Austin,1100 block of Eastfield Ave,1,0,N/A,30.268335,-97.741382,0.5,place,,,,,Austin,TX,Travis County,78701,US,TIGER/Line® dataset from the US Census Bureau
2289733,28-Apr-22,Texas,Austin,411 E 6th St,1,0,N/A,30.266718,-97.738914,1,rooftop,411,E 6th St,,,Austin,TX,Travis County,78701,US,Capcog
2297035,28-Apr-22,Michigan,Grand Rapids,500 block of Sunbrook St SE,1,1,N/A,43.33613,-85.81088,0.5,place,,,,,Grant,MI,Newaygo County,49327,US,TIGER/Line® dataset from the US Census Bureau
2289852,28-Apr-22,Missouri,Kansas City,3500 block of Independence Ave,1,1,N/A,39.107798,-94.409828,0.5,place,,,,,Independence,MO,Jackson County,64050,US,TIGER/Line® dataset from the US Census Bureau
2290505,28-Apr-22,California,Santa Ana,1400 block of S Minnie St,1,1,N/A,33.74822,-117.858473,0.5,place,,,,,Santa Ana,CA,Orange County,92701,US,TIGER/Line® dataset from the US Census Bureau
2289784,28-Apr-22,North Carolina,Winston Salem (Winston-salem),4755 Country Club Rd,1,2,N/A,36.081628,-80.338896,1,rooftop,4755,Country Club Rd,,,Winston Salem,NC,Forsyth County,27104,US,Forsyth
2289779,28-Apr-22,Indiana,Fort Wayne,3333 Cheviot Dr,2,0,N/A,41.029019,-85.093234,1,rooftop,3333,Cheviot Dr,,,Fort Wayne,IN,Allen County,46816,US,Allen
2290475,28-Apr-22,California,Moreno Valley,Alessandro Blvd and Frederick St,1,0,N/A,33.917198,-117.261092,1,intersection,,Alessandro Blvd,,,Moreno Valley,CA,Riverside County,92553,US,TIGER/Line® dataset from the US Census Bureau
2293309,28-Apr-22,Washington,Kennewick,2100 block of N Rhode Island Ct,1,0,N/A,46.212306,-119.155671,0.5,place,,,,,Kennewick,WA,Benton County,99336,US,TIGER/Line® dataset from the US Census Bureau
2290446,28-Apr-22,Pennsylvania,Erie,1800 block of W 8th St,1,1,N/A,42.121293,-80.088919,0.5,place,,,,,Erie,PA,Erie County,16501,US,TIGER/Line® dataset from the US Census Bureau
2289553,28-Apr-22,Indiana,Indianapolis,2966 W Kessler Blvd N Dr,1,1,N/A,39.85378,-86.208339,1,range_interpolation,2966,Kessler Blvd,,,Indianapolis,IN,Marion County,46208,US,TIGER/Line® dataset from the US Census Bureau
2289617,28-Apr-22,Indiana,Elkhart,1600 block of Stevens Ave,1,1,N/A,41.71873,-85.937024,0.5,place,,,,,Elkhart,IN,Elkhart County,46514,US,TIGER/Line® dataset from the US Census Bureau
2290402,28-Apr-22,Florida,Lake Wales,N/A,1,0,N/A,27.900707,-81.58445,0.5,place,,,,,Lake Wales,FL,Polk County,33853,US,TIGER/Line® dataset from the US Census Bureau
2289721,28-Apr-22,Pennsylvania,Philadelphia,2500 block of N Colorado St,1,0,N/A,40.001811,-75.11787,0.5,place,,,,,Philadelphia,PA,Philadelphia County,19101,US,TIGER/Line® dataset from the US Census Bureau
2290238,28-Apr-22,Maryland,Baltimore,5300 block of Belair Rd,1,0,N/A,39.28073,-76.600152,0.7,street_center,,Block St,,,Baltimore,MD,Baltimore City,21231,US,TIGER/Line® dataset from the US Census Bureau
2290388,28-Apr-22,Florida,Hallandale (Hallandale Beach),NW 8th Ave and NW 7th St,1,0,N/A,26.131268,-80.152677,1,intersection,,NW 7th St,,,Fort Lauderdale,FL,Broward County,33311,US,TIGER/Line® dataset from the US Census Bureau
2291011,28-Apr-22,Oklahoma,Stigler,Norman Rd,1,0,N/A,35.266094,-95.061902,1,place,,,,,Stigler,OK,Haskell County,74462,US,TIGER/Line® dataset from the US Census Bureau
2292334,28-Apr-22,Pennsylvania,Philadelphia,4600 block of N Broad St,1,0,N/A,40.001811,-75.11787,0.5,place,,,,,Philadelphia,PA,Philadelphia County,19101,US,TIGER/Line® dataset from the US Census Bureau
2289999,28-Apr-22,Illinois,Chicago,2800 block of W 66th St,1,0,N/A,41.88531,-87.62213,0.5,place,,,,,Chicago,IL,Cook County,60601,US,TIGER/Line® dataset from the US Census Bureau
2291034,28-Apr-22,Florida,Jacksonville,1591 Lane Ave S,1,0,N/A,30.291204,-81.754937,1,rooftop,1591,Lane Ave S,,,Jacksonville,FL,Duval County,32210,US,Duval
2290365,28-Apr-22,Texas,San Antonio,600 block of Kashmuir Pl,1,0,N/A,29.468413,-98.528889,0.5,place,,,,,San Antonio,TX,Bexar County,78201,US,TIGER/Line® dataset from the US Census Bureau
2290217,28-Apr-22,South Carolina,Orangeburg,1900 block of Broughton St,1,0,N/A,33.490935,-80.821825,0.5,place,,,,,Orangeburg,SC,Orangeburg County,29115,US,TIGER/Line® dataset from the US Census Bureau
2293838,28-Apr-22,Mississippi,Meridian,2216 MS-19,2,0,N/A,32.381255,-88.74765,1,rooftop,2216,Hwy 19 N,,,Meridian,MS,Lauderdale County,39307,US,Lauderdale
2290026,28-Apr-22,Alabama,Bessemer,1800 block of Berkley Ave,1,3,N/A,33.514063,-86.896658,0.8,rooftop,1800,Ave E,,,Birmingham,AL,Jefferson County,35218,US,Jefferson
2290566,28-Apr-22,Nevada,Las Vegas,4800 W Charleston Blvd,1,0,N/A,36.159589,-115.206556,1,rooftop,4800,W Charleston Blvd,,,Las Vegas,NV,Clark County,89146,US,Las Vegas
2290190,28-Apr-22,Florida,Tallahassee,12000 block of Waterfront Rd,1,0,N/A,30.448553,-84.334662,0.7,street_center,,Block Dr,,,Tallahassee,FL,Leon County,32304,US,TIGER/Line® dataset from the US Census Bureau
2289996,28-Apr-22,Connecticut,Bridgeport,239 Newfield Ave,1,0,N/A,41.172348,-73.169315,1,rooftop,239,Newfield Ave,,,Bridgeport,CT,Fairfield County,6607,US,Connecticut Geospatial Information Systems Council
2289365,27-Apr-22,Mississippi,Mccomb,LJ Martin St and Lincoln St,1,0,N/A,31.225839,-90.456769,0.8,intersection,,L J Martin St,,,McComb,MS,Pike County,39648,US,TIGER/Line® dataset from the US Census Bureau
2289388,27-Apr-22,Texas,San Antonio,5500 block of Fredericksburg Rd,2,1,N/A,30.313385,-98.8936,0.5,place,,,,,Fredericksburg,TX,Gillespie County,78624,US,TIGER/Line® dataset from the US Census Bureau
2289493,27-Apr-22,Illinois,Chicago,3900 block of W Jackson Blvd,1,0,N/A,41.9102,-87.72408,0.9,rooftop,3900,W North Ave,,,Chicago,IL,Cook County,60647,US,City of Chicago
2289268,27-Apr-22,California,Los Angeles,Gage Ave and Avalon Blvd,1,0,N/A,33.982459,-118.265175,0.8,intersection,,Avalon Blvd,,,Los Angeles,CA,Los Angeles County,90003,US,TIGER/Line® dataset from the US Census Bureau
2289940,27-Apr-22,Michigan,Grand Rapids,563 Sunbrook St SE,1,0,N/A,42.828646,-85.649192,1,range_interpolation,563,Sunbrook St SE,,,Grand Rapids,MI,Kent County,49508,US,TIGER/Line® dataset from the US Census Bureau
2289656,27-Apr-22,Nevada,Henderson,400 block of Hunter Dr,2,0,N/A,36.057285,-114.95728,0.68,nearest_rooftop_match,412,Luke Point Ct,,,Henderson,NV,Clark County,89015,US,Henderson
2290035,27-Apr-22,Alabama,Birmingham,901 Bankhead Hwy,1,1,N/A,33.530619,-86.850796,1,rooftop,901,Bankhead Hwy W,,,Birmingham,AL,Jefferson County,35204,US,Jefferson
2289128,27-Apr-22,Alabama,Birmingham (Midfield),600 block of 11th Ave,1,0,N/A,33.456412,-86.801904,0.5,place,,,,,Birmingham,AL,Jefferson County,35201,US,TIGER/Line® dataset from the US Census Bureau
2290012,27-Apr-22,Rhode Island,Woonsocket,N Main St and E School St,1,0,N/A,41.875789,-71.381462,0.8,intersection,,Main St,,,Pawtucket,RI,Providence County,2860,US,TIGER/Line® dataset from the US Census Bureau
2288940,27-Apr-22,Ohio,Mansfield,109 Stewart Ave,1,0,N/A,40.755913,-82.536489,1,rooftop,109,Stewart Ave,,,Mansfield,OH,Richland County,44906,US,Richland
2289511,27-Apr-22,Texas,Houston,8700 block of Josie St,1,0,N/A,29.60701,-95.264286,0.9,range_interpolation,8700,Black Cliff Ln,,,Houston,TX,Harris County,77075,US,TIGER/Line® dataset from the US Census Bureau
2290643,27-Apr-22,California,San Jose,751 S Bascom Ave,1,0,N/A,37.313347,-121.934189,1,rooftop,751,S Bascom Ave,,,San Jose,CA,Santa Clara County,95128,US,Santa Clara
2289646,27-Apr-22,Nevada,Las Vegas,5800 W Lake Mead Blvd,1,1,N/A,36.196667,-115.22103,1,rooftop,5800,W Lake Mead Blvd,,,Las Vegas,NV,Clark County,89108,US,Las Vegas
2289114,27-Apr-22,Illinois,Chicago,6525 W Diversey Ave,1,0,N/A,41.92975,-87.78911,0.9,rooftop,6525,W Diversey Ave,,,Chicago,IL,Cook County,60707,US,City of Chicago
2291162,27-Apr-22,Texas,Fort Worth,6000 block of Stoneybrook Dr,1,0,N/A,32.684773,-97.372837,0.6,street_center,,S Dr,,,Fort Worth,TX,Tarrant County,76109,US,TIGER/Line® dataset from the US Census Bureau
2289835,27-Apr-22,Florida,Naples (Golden Gate),Santa Barbara Blvd and Westport Ln,1,0,N/A,26.192621,-81.719229,1,intersection,,Santa Barbara Blvd,,,Naples,FL,Collier County,34116,US,TIGER/Line® dataset from the US Census Bureau
2289008,27-Apr-22,California,Los Angeles,Imperial Hwy and Hoover St,1,0,N/A,33.930979,-118.286955,0.8,intersection,,S Hoover St,,,Los Angeles,CA,Los Angeles County,90044,US,TIGER/Line® dataset from the US Census Bureau
2289806,27-Apr-22,Florida,Lakeside,Filmore St and Blanding Blvd,1,0,N/A,30.105451,-82.68778,0.38,place,,,,,Lake City,FL,Columbia County,32024,US,TIGER/Line® dataset from the US Census Bureau
2288980,27-Apr-22,Florida,Midfield,11th Ave,1,0,N/A,0,0,0,,,,,,,,,,,
2288958,27-Apr-22,Maryland,Baltimore,4200 block of Audrey Ave,2,0,N/A,39.28073,-76.600152,0.7,street_center,,Block St,,,Baltimore,MD,Baltimore City,21231,US,TIGER/Line® dataset from the US Census Bureau
2289764,27-Apr-22,Illinois,Rockford,900 block of Grant Ave,1,0,N/A,42.33342,-89.157198,0.5,place,,,,,Rockford,IL,Winnebago County,61101,US,TIGER/Line® dataset from the US Census Bureau
2289308,27-Apr-22,Louisiana,Opelousas,700 block of Mia St,2,3,N/A,30.533657,-92.104961,0.5,place,,,,,Opelousas,LA,St. Landry Parish,70570,US,TIGER/Line® dataset from the US Census Bureau
2288945,27-Apr-22,Georgia,Decatur,2823 Misty Waters Dr,1,0,N/A,33.718857,-84.273008,1,range_interpolation,2823,Misty Waters Dr,,,Decatur,GA,Dekalb County,30032,US,TIGER/Line® dataset from the US Census Bureau
2288877,27-Apr-22,District of Columbia,Washington,5300 block of Astor Pl SE,1,0,N/A,38.911936,-77.016719,0.5,place,,,,,Washington,DC,District of Columbia,20001,US,TIGER/Line® dataset from the US Census Bureau
2289116,27-Apr-22,California,Los Angeles,2100 block of W 108th St,1,0,N/A,34.10374,-118.244712,0.77,nearest_rooftop_match,2086,Blake Ave,,,Los Angeles,CA,Los Angeles County,90039,US,Los Angeles
2288842,27-Apr-22,Mississippi,Biloxi,2688 Beach Blvd,4,0,N/A,30.390096,-88.996391,1,rooftop,2688,Beach Blvd,,,Biloxi,MS,Harrison County,39531,US,City of Biloxi
2289461,27-Apr-22,Florida,Kissimmee,4795 W Irlo Bronson Memorial Highway,1,1,N/A,28.332197,-81.47103,1,rooftop,4795,W Irlo Bronson Mem Hwy,,,Kissimmee,FL,Osceola County,34746,US,Osceola
2289522,27-Apr-22,Texas,Houston,3422 Sampson St,1,0,N/A,29.726359,-95.354529,1,rooftop,3422,Sampson St,,,Houston,TX,Harris County,77004,US,City of Houston
2289768,27-Apr-22,Colorado,Denver,1325 W 11th Ave,1,0,N/A,39.734586,-105.004154,1,rooftop,1325,W 11th Ave,,,Denver,CO,Denver County,80204,US,Denver
2289696,27-Apr-22,Ohio,Toledo,Jackman Rd and Hillcrest Ave,1,1,N/A,41.685137,-83.58334,0.91,intersection,,Hillcrest Ave,,,Toledo,OH,Lucas County,43612,US,TIGER/Line® dataset from the US Census Bureau
2289524,27-Apr-22,Texas,Houston,3400 block of Woodchase Dr,1,0,N/A,29.813142,-95.309789,0.5,place,,,,,Houston,TX,Harris County,77001,US,TIGER/Line® dataset from the US Census Bureau
2288705,27-Apr-22,Arizona,Mesa,6005 E McKellips Rd,1,0,N/A,33.451633,-111.700905,1,rooftop,6005,E McKellips Rd,,,Mesa,AZ,Maricopa County,85215,US,City of Mesa
2291139,27-Apr-22,California,Santa Clara,700 Lawrence Expy,1,0,N/A,37.38997,-121.996111,1,rooftop,700,Lawrence Expy,,,Santa Clara,CA,Santa Clara County,95051,US,City of Palo Alto
2289077,27-Apr-22,South Carolina,Murrells Inlet,Wachesaw Rd,1,2,N/A,33.553857,-79.055241,1,street_center,,Wachesaw Rd,,,Murrells Inlet,SC,Georgetown County,29576,US,TIGER/Line® dataset from the US Census Bureau
2288947,27-Apr-22,Massachusetts,Boston,Wyoming St and Humboldt Ave,1,0,N/A,42.315827,-71.087342,1,intersection,,Humboldt Ave,,,Boston,MA,Suffolk County,2121,US,TIGER/Line® dataset from the US Census Bureau
2289542,27-Apr-22,New Jersey,Beverly,200 block of Ivy Rd,1,1,N/A,40.056201,-74.90195,0.9,range_interpolation,200,Ivy Rd,,,Beverly,NJ,Burlington County,8010,US,TIGER/Line® dataset from the US Census Bureau
2291479,27-Apr-22,Louisiana,Houma,Main St and Morgan St,1,0,N/A,29.597616,-90.729862,0.9,intersection,,Main St,,,Houma,LA,Terrebonne Parish,70360,US,TIGER/Line® dataset from the US Census Bureau
2288999,27-Apr-22,Georgia,Columbus,Olde Town Dr and Miller Rd,1,0,N/A,32.521802,-84.887535,0.73,intersection,,Miller Rd,,,Columbus,GA,Muscogee County,31907,US,TIGER/Line® dataset from the US Census Bureau
2290010,27-Apr-22,Florida,Miami,5900 block of NW 5th Ct,1,0,N/A,25.558428,-80.458168,0.5,place,,,,,Miami,FL,Miami-Dade County,33234,US,TIGER/Line® dataset from the US Census Bureau
2290892,27-Apr-22,New Hampshire,Gorham,N Main St,2,0,N/A,44.394102,-71.1902,1,street_center,,Main St,,,Gorham,NH,Coos County,3581,US,TIGER/Line® dataset from the US Census Bureau
2289432,27-Apr-22,Minnesota,Minneapolis,N 33rd Ave and N Knox Ave,1,0,N/A,45.015011,-93.301914,0.8,intersection,,33rd Ave N,,,Minneapolis,MN,Hennepin County,55412,US,TIGER/Line® dataset from the US Census Bureau
2290154,27-Apr-22,Mississippi,Algoma,N/A,1,0,N/A,34.171543,-89.032791,1,place,,,,,Algoma,MS,Pontotoc County,38820,US,TIGER/Line® dataset from the US Census Bureau
2290151,27-Apr-22,Mississippi,Derma,Terry Dr,1,0,N/A,33.859807,-89.289504,0.9,street_center,,Terry Dr,,,Calhoun City,MS,Calhoun County,38916,US,TIGER/Line® dataset from the US Census Bureau
2289207,26-Apr-22,Virginia,Newport News,300 block of 36th St,2,0,N/A,37.331516,-80.523039,0.5,place,,,,,Newport,VA,Giles County,24128,US,TIGER/Line® dataset from the US Census Bureau
