"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
2297140,"May 7, 2022",Arkansas,"Pine Bluff","6300 W 4th Ave",1,3,N/A
2296502,"May 7, 2022",Kentucky,"Oak Grove","Caroline St",1,0,N/A
2298044,"May 7, 2022",Mississippi,Jackson,"5425 Clinton Blvd",1,0,N/A
2298041,"May 7, 2022",Mississippi,Jackson,"6145 I-55",2,0,N/A
2298033,"May 6, 2022",Mississippi,Jackson,"Woody Dr",1,0,N/A
2298030,"May 6, 2022",Alabama,Moundville,"1495 County Road 46",2,0,N/A
2295614,"May 6, 2022",Michigan,Detroit,"E Lantz St and Albany St",1,1,N/A
2296626,"May 6, 2022",Mississippi,Starkville,"21 Player Ln",1,0,N/A
2296474,"May 6, 2022",Tennessee,Nashville,"I-440 and US-431",1,0,N/A
2297999,"May 6, 2022",Michigan,Detroit,"8820 Wyoming Ave",1,0,N/A
2295913,"May 6, 2022",Tennessee,Nashville,"Elizabeth Jordan St and Indiana Ave",1,0,N/A
2297341,"May 6, 2022",Arkansas,Clarendon,"400 block of Guydon St",1,0,N/A
2296158,"May 6, 2022",Pennsylvania,York,"800 block of S Pine St",1,0,N/A
2295982,"May 6, 2022",Texas,Houston,"2500 block of Tanglewilde St",1,0,N/A
2296537,"May 6, 2022","West Virginia","Bunker Hill","12261 Winchester Ave",1,0,N/A
2296014,"May 6, 2022",Maine,Brooks,"1108 Littlefield Rd",1,0,N/A
2295856,"May 6, 2022","North Carolina","Rocky Mount","862 N Wesleyan Blvd",1,1,N/A
2296491,"May 6, 2022",Missouri,"Saint Louis","6150 Natural Bridge Ave",1,0,N/A
2296458,"May 6, 2022",Ohio,Toledo,"N Erie St and Cleveland St",1,0,N/A
2295714,"May 6, 2022","District of Columbia",Washington,"2300 Block of Nicholson St SE",1,0,N/A
2296902,"May 6, 2022",California,Rosamond,"2500 W Rosamond Blvd",1,0,N/A
2295801,"May 6, 2022",Virginia,Richmond,"2200 Chateau Dr",1,0,N/A
2295878,"May 6, 2022",Texas,"Sugar Land","Stadium Dr",1,0,N/A
2295809,"May 6, 2022",Virginia,Richmond,"2500 block of Rosetta St",2,0,N/A
2297415,"May 6, 2022",Alaska,Fairbanks,"1st Ave and Cushman St",1,0,N/A
2296302,"May 6, 2022","New York",Brooklyn,"557 Chester St",1,1,N/A
2295674,"May 6, 2022","District of Columbia",Washington,"5001 Georgia Ave NW",1,0,N/A
2296441,"May 6, 2022",Maryland,"District Heights (Forestville)","7100 block of Donnell Place",1,0,N/A
2295460,"May 6, 2022",Florida,Tampa,"100 block of Floribraska Ave N",1,0,N/A
2295540,"May 6, 2022",Georgia,Atlanta,"1371 Kimberly Way SW",1,0,N/A
2297698,"May 6, 2022",Texas,Houston,"9545 Ella Lee Ln",1,0,N/A
2297691,"May 6, 2022",Texas,Houston,"4934 Laura Koppe Rd",2,0,N/A
2296348,"May 6, 2022",Georgia,Savannah,N/A,1,0,N/A
2295602,"May 6, 2022",Missouri,"Kansas City","E 37th St and Wayne Ave",1,0,N/A
2296229,"May 6, 2022",Texas,Dallas,"1226 N Masters Dr",1,1,N/A
2296893,"May 6, 2022",Florida,"Saint Cloud","1000 block of Seneca Trail",1,0,N/A
2296033,"May 6, 2022",Louisiana,"New Orleans","1800 block of Painters St",1,0,N/A
2296037,"May 6, 2022",Louisiana,"New Orleans","4800 block of Alcee Fortier Blvd",2,4,N/A
2296151,"May 6, 2022",Florida,"Fort Pierce","1200 block of Wyoming Ave",1,0,N/A
2296122,"May 6, 2022",California,"South Gate","5300 block of Firestone Blvd",1,0,N/A
2295656,"May 6, 2022",Colorado,Denver,"351 N Broadway",1,1,N/A
2296058,"May 6, 2022",Washington,Pullman,"1455 NE Brandi Way",1,0,N/A
2296088,"May 6, 2022",Illinois,Chicago,"4400 block of N Hamlin Ave",1,0,N/A
2296083,"May 6, 2022",Oregon,Portland,"2100 block of S River Pkwy",1,0,N/A
2296714,"May 6, 2022",Oregon,Beaverton,"SW Macorey Ct",1,0,N/A
2296073,"May 6, 2022",Oregon,"Portland (Tigard)","9000 SW Washington Square Rd",2,0,N/A
2296022,"May 6, 2022",Arkansas,"Pine Bluff","Beech St",1,0,N/A
2296017,"May 6, 2022",Arkansas,Springdale,"19100 block of Sonora Rd",1,0,N/A
2296009,"May 6, 2022",Alabama,Montgomery,"3500 block of Dalraida Ct",1,0,N/A
2295625,"May 6, 2022",California,Riverside,"11100 block of Pierce St",1,0,N/A
2295618,"May 6, 2022",Alabama,Mobile,"601 S. Conception St",2,0,N/A
2296163,"May 6, 2022",Michigan,Lansing,"901 Bensch St",1,0,N/A
2298038,"May 6, 2022",Mississippi,Jackson,"West Highland Dr",1,0,N/A
2295083,"May 5, 2022",Illinois,Geneva,"700 block of McKinley Ave",1,0,N/A
2295151,"May 5, 2022",California,"Santa Rosa","1000 block of Aston Ave",2,0,N/A
2295250,"May 5, 2022","New Jersey",Newark,"300 block of Mount Prospect Ave",1,0,N/A
2295042,"May 5, 2022",Texas,"Fort Worth","5200 block of Eastland St",1,1,N/A
2295018,"May 5, 2022",Ohio,Euclid,"Miller Ave and E 222nd St",1,0,N/A
2295471,"May 5, 2022",Colorado,Pueblo,"2500 block of Taylor Ave",1,0,N/A
2295074,"May 5, 2022",Ohio,Dayton,"4400 block of Saylor St",1,0,N/A
2295052,"May 5, 2022",Ohio,Columbus,"1899 Oakland Park Ave",1,0,N/A
2294960,"May 5, 2022",Maryland,Essex,"900 block of Boundbrook Way",1,0,N/A
2295160,"May 5, 2022",Texas,Houston,"633 Rushcreek Dr",1,0,N/A
2295174,"May 5, 2022",Texas,Houston,"3322 Yellowstone Blvd",1,0,N/A
2295841,"May 5, 2022",Ohio,Cincinnati,"4300 block of Eastern Ave",1,0,N/A
2296389,"May 5, 2022",Ohio,"Maple Heights","Broadway Ave and Waterbury Ave",1,0,N/A
2297060,"May 5, 2022",Illinois,Thebes,"200 block of Poplar St",1,0,N/A
2295745,"May 5, 2022",Texas,Dallas,"500 S Ervay St",1,0,N/A
2295738,"May 5, 2022",Texas,Dallas,"2500 block of Fatima Ave",1,0,N/A
2295683,"May 5, 2022","District of Columbia",Washington,"2300 block of Green St SE",1,0,N/A
2296291,"May 5, 2022",California,"El Monte","3000 block of Allgeyer Ave",1,0,N/A
2296284,"May 5, 2022",California,"Los Angeles","Main St and Imperial Hwy",1,0,N/A
2295648,"May 5, 2022",Missouri,"Saint Louis","3715 Natural Bridge Ave",1,0,N/A
2295642,"May 5, 2022",California,Modesto,"Tully Rd and W Briggsmore Ave",1,2,N/A
2295560,"May 5, 2022",Georgia,Atlanta,"225 Peachtree St SW",1,0,N/A
2295634,"May 5, 2022",Maryland,Bowie,"Enterprise Rd and Annapolis Rd",1,0,N/A
2298492,"May 5, 2022",Pennsylvania,Philadelphia,"2500 block of  W Seregant St",1,0,N/A
2295687,"May 5, 2022",Missouri,"Kansas City","James A Reed Rd and E Gregory Blvd",1,0,N/A
2294800,"May 5, 2022",Missouri,"Saint Louis","4200 block of Obear Ave",1,0,N/A
2294974,"May 5, 2022",Maryland,Baltimore,"200 block of S Eaton St",1,0,N/A
2295119,"May 5, 2022",Georgia,"Stone Mountain","5616 Redan Rd",1,1,N/A
2294755,"May 5, 2022",Missouri,"Kansas City","3800 block of Olive St",1,0,N/A
2295162,"May 5, 2022",Georgia,Lawrenceville,"Harbor Bay Dr and Fort Martin Way",2,0,N/A
2296694,"May 5, 2022",Utah,"Salt Lake City (West Valley City)","3570 S and 6400 W",1,0,N/A
2294776,"May 5, 2022",California,"Los Angeles","Figueroa St and Washington Blvd",1,0,N/A
2295528,"May 5, 2022",Georgia,Lizella,"Trophy Pl",1,0,N/A
2295505,"May 5, 2022",Georgia,Albany,"1604 Camp Ln",1,0,N/A
2295495,"May 5, 2022","New Mexico",Albuquerque,"Garcia St and Buena Ventura Rd",1,0,N/A
2294679,"May 5, 2022",Michigan,Clare,"1131 N McEwan St",1,0,N/A
2295432,"May 5, 2022",Pennsylvania,Pittsburgh,"700 block of Arch St",1,0,N/A
2294787,"May 5, 2022",Florida,Bascom,N/A,1,0,N/A
2295420,"May 5, 2022",Florida,Orlando,"4684 King Cole Blvd",1,0,N/A
2294845,"May 5, 2022",Colorado,Aurora,"8800 block of E 12th Ave",1,0,N/A
2295418,"May 5, 2022",Pennsylvania,Chester,"11th St and Hyatt St",1,0,N/A
2295581,"May 5, 2022",California,Bakersfield,"CA-58 and Union Ave",1,0,N/A
2295093,"May 5, 2022",Louisiana,"New Orleans","1900 block Saint Ann St",1,0,N/A
2295702,"May 5, 2022",Texas,"Mission (Alton)","1800 block of Chicago St",1,0,N/A
2294596,"May 5, 2022",Illinois,Chicago,"4709 N Lincoln Ave",1,0,N/A
2294649,"May 5, 2022",Illinois,Chicago,"3900 block of N Kenneth Ave",1,1,N/A
2296108,"May 5, 2022",Pennsylvania,Philadelphia,"6400 block of N 20th St",1,0,N/A
2295849,"May 5, 2022",Texas,Houston,"2339 S Kirkwood Rd",1,0,N/A
2294327,"May 5, 2022","New York","New York (Manhattan)","354 W 37th St",2,0,N/A
2295752,"May 5, 2022",Texas,"Grand Prairie","1690 W Polo Rd",1,0,N/A
2297429,"May 5, 2022","South Dakota","Pine Ridge (Pine Ridge Reservation)","29604 US-18",1,0,N/A
2295783,"May 5, 2022",Alabama,Goodwater,"116 Armory St",1,0,N/A
2295331,"May 5, 2022","South Carolina",Marion,"E Liberty St and Main St",1,0,N/A
2296004,"May 5, 2022",Alabama,Huntsville,"4010 Hunters Ridge Dr SW",1,0,N/A
2296002,"May 5, 2022",Alabama,Dutton,AL-40,1,0,N/A
2296507,"May 5, 2022","North Carolina","Rocky Mount","1924 Stone Rose Dr",1,0,N/A
2295304,"May 5, 2022",Alabama,Albertville,"Terry Cir",1,0,N/A
2295723,"May 5, 2022",Texas,Dallas,"10200 block of N Walton Walker Blvd",1,0,N/A
2295292,"May 5, 2022",Alabama,Birmingham,"1600 Block of 26th Ave",1,0,N/A
2295834,"May 5, 2022","North Carolina",Conover,"700 block of 2nd St SW",1,0,N/A
2300028,"May 5, 2022",Missouri,"Saint Louis","3715 Natural Bridge Ave",1,0,N/A
2295324,"May 5, 2022",Alabama,Loxley,"1400 block of Wolf Run Rd",1,1,N/A
2295031,"May 5, 2022",Ohio,Lowellville,"52 Rocket Pl",1,0,N/A
2294926,"May 5, 2022",Tennessee,Memphis,"6700 block of Quail Crest Ln",1,0,N/A
2295197,"May 5, 2022","North Carolina",Kinston,"E Highland Ave and Charlotte Ave",2,0,N/A
2295296,"May 5, 2022",Alabama,Bessemer,"1700 block of Alliance Rd",2,0,N/A
2295762,"May 5, 2022",Tennessee,Memphis,"3680 Masterson Cove",2,1,N/A
2295158,"May 4, 2022",Georgia,Atlanta,"2770 Lenox Rd NE",1,0,N/A
2293994,"May 4, 2022","New York",Brooklyn,"1550 Sterling Pl",1,0,N/A
2295098,"May 4, 2022",California,Vallejo,"3400 block of Hazelwood St",1,0,N/A
2294268,"May 4, 2022","New York",Buffalo,"136 Person St",1,0,N/A
2293996,"May 4, 2022","New York",Albany,"Stanwix St",1,1,N/A
2294350,"May 4, 2022",Ohio,Columbus,"455 S Westgate Ave",1,1,N/A
2293988,"May 4, 2022",Minnesota,"Saint Paul","700 block of Edmund Ave",1,0,N/A
2294342,"May 4, 2022",Ohio,Columbus,"McNaughten Rd and E Main St",1,0,N/A
2294566,"May 4, 2022",Illinois,"Des Plaines","402 W Touhy Ave",1,0,N/A
2294984,"May 4, 2022",Maryland,Cumberland,"202 Memorial Ave",1,0,N/A
2294898,"May 4, 2022",Maryland,"Fort Washington","2400 block of Corning Ave",1,0,N/A
2294404,"May 4, 2022",California,Bakersfield,"7200 block of River Blvd",1,0,N/A
2294952,"May 4, 2022",Maryland,Baltimore,"500 N Pulaski St",1,0,N/A
2295008,"May 4, 2022",Ohio,Cleveland,"W 46th St and Train Ave",1,0,N/A
2294300,"May 4, 2022",Wisconsin,Milwaukee,"2958 N 12th St",1,0,N/A
2294150,"May 4, 2022",Virginia,Roanoke,"1200 block of Hanover Ave NW",1,0,N/A
2294107,"May 4, 2022",Pennsylvania,Chester,"1100 W 3rd St",1,0,N/A
2294076,"May 4, 2022",Illinois,Rockford,"2500 block of 17th Ave",1,0,N/A
2294677,"May 4, 2022",Michigan,Flint,"201 W Pierson Rd",1,0,N/A
2294889,"May 4, 2022","District of Columbia",Washington,"2300 block of Green St SE",1,0,N/A
2293953,"May 4, 2022",Florida,Miami,"7126 NW 14th Pl",1,0,N/A
2294052,"May 4, 2022",California,Riverside,"4505 Rose Ave",2,1,N/A
2294746,"May 4, 2022",Nevada,"Las Vegas","5100 block of E Tropicana Ave",1,0,N/A
2294017,"May 4, 2022","South Carolina",Aiken,"Hampton Ave and Assembly St",1,0,N/A
2294019,"May 4, 2022",Georgia,"Peachtree City","101 Lexington Cir",1,0,N/A
2296179,"May 4, 2022",California,Sacramento,"5100 block of Southwest Ave",1,0,N/A
2294161,"May 4, 2022",California,Paramount,"I-105 and Garfield Ave",1,0,N/A
2293999,"May 4, 2022","New York",Buffalo,"50 block of Donovan Dr",1,0,N/A
2294687,"May 4, 2022",Michigan,Ypsilanti,"400 block of S Washington St",1,0,N/A
2295416,"May 4, 2022",Pennsylvania,Chester,"11th St and Hyatt St",1,0,N/A
2296110,"May 4, 2022",Pennsylvania,Philadelphia,"1700 block of Vare St",1,0,N/A
2294882,"May 4, 2022",Arizona,Phoenix,"S 7th Ave and W Pima St",1,0,N/A
2294646,"May 4, 2022",Florida,Sanford,"Sanford Ave and Lake Mary Blvd",1,0,N/A
2294633,"May 4, 2022",Arizona,Yuma,"1300 block of E 26th Pl",1,1,N/A
2294067,"May 4, 2022","New York","Corona (Queens)","109th Ave and 96th St",1,0,N/A
2294598,"May 4, 2022",Oregon,Portland,"2800 block of SE Division St",1,0,N/A
2294589,"May 4, 2022",Illinois,Chicago,"7800 block of S Constance Ave",1,0,N/A
2294885,"May 4, 2022","New York","Niagara Falls","Portage Rd and Cedar Ave",1,0,N/A
2294581,"May 4, 2022",Washington,"Federal Way","S 317th St and 28th Ave S",1,0,N/A
2294430,"May 4, 2022",Alabama,"Birmingham (Vestavia Hills)","Liberty Pkwy and Overton Rd",1,0,N/A
2294304,"May 4, 2022",Kentucky,Louisville,"3400 block of Portland Plaza",1,0,N/A
2294344,"May 4, 2022",Texas,"San Antonio","I-35 S",1,0,N/A
2293876,"May 4, 2022",Ohio,"Dayton (Moraine)",OH-741S,1,0,N/A
2295006,"May 4, 2022",Virginia,Chesapeake,"3200 block of Walden St",1,0,N/A
2294280,"May 4, 2022",Texas,Houston,"12200 block of W Village Dr",1,0,N/A
2294283,"May 4, 2022",Illinois,Chicago,"4500 block of S Paulina St",1,0,N/A
2298972,"May 3, 2022",Utah,"Cedar Valley",N/A,1,0,N/A
2294140,"May 3, 2022",Tennessee,Memphis,"2700 block of Jeffrey Ave",1,0,N/A
2293454,"May 3, 2022",Tennessee,Chattanooga,"1521 Hickory Valley Rd",1,0,N/A
2294145,"May 3, 2022",Tennessee,Nashville,"1500 block of 14th Ave N",1,0,N/A
2294240,"May 3, 2022","New York",Pulaski,"Maple Ave",1,0,N/A
2293814,"May 3, 2022",Louisiana,"Baton Rouge","1190 block of Bob Pettit Blvd",1,1,N/A
2295147,"May 3, 2022",California,Barstow,"32400 block of Jiggs Rd",1,0,N/A
2293374,"May 3, 2022",Texas,Houston,"10965 S Gessner Rd",1,0,N/A
2294393,"May 3, 2022",California,Berkeley,"1100 block of Channing Way",1,0,N/A
2293471,"May 3, 2022",Texas,Adkins,"11700 block of Loop 107",1,0,N/A
2293555,"May 3, 2022","New York",Bronx,"E Burnside Ave",1,2,N/A
2293707,"May 3, 2022",Texas,Laredo,"N India Ave and Guerrero St",1,0,N/A
2293548,"May 3, 2022",Georgia,"Atlanta (East Point)","1360 Virginia Ave",1,0,N/A
2293501,"May 3, 2022",California,"Los Angeles","100 block of W 5th St",1,0,N/A
2293120,"May 3, 2022",Illinois,Chicago,"1000 block of Jackson St",1,0,N/A
2294123,"May 3, 2022",Texas,Dallas,"7932 S Great Trinity Forest Way",1,0,N/A
2294080,"May 3, 2022",Wisconsin,Milwaukee,"N 44th St and W Auer Ave",1,1,N/A
2293462,"May 3, 2022",Tennessee,Jackson,"104 Lincoln Cir",1,0,N/A
2293511,"May 3, 2022",Georgia,Savannah,"500 block of Brewer St",1,0,N/A
2293577,"May 3, 2022",Texas,Dallas,"1323 E Waco Ave",1,0,N/A
2293351,"May 3, 2022",Missouri,"Saint Louis","4200 block of N Grand Blvd",1,1,N/A
2294089,"May 3, 2022","New Jersey",Paterson,"Auburn St and Fair St",1,0,N/A
2294388,"May 3, 2022",California,"San Diego","4400 block of Morena Blvd",1,0,N/A
2293304,"May 3, 2022",Nebraska,Bellevue,"Sunbury Dr and Victoria Ave",1,0,N/A
2293475,"May 3, 2022",Illinois,Chicago,"5100 block of S Hermitage Ave",1,1,N/A
2293720,"May 3, 2022","South Carolina",York,"Sutton Spring Rd",1,0,N/A
2294003,"May 3, 2022",Georgia,Valdosta,"1000 block of N Lee St",1,0,N/A
2293437,"May 3, 2022",Tennessee,Memphis,"2153 Frayser Blvd",1,0,N/A
2293920,"May 3, 2022",Maryland,"Upper Marlboro","9900 block of Rosaryville Rd",1,0,N/A
2293216,"May 3, 2022",Florida,"Pembroke Pines","13600 block of NW 4th St",1,0,N/A
2293444,"May 3, 2022",Colorado,Denver,"E 40th Ave and N Josephine St",1,0,N/A
2293219,"May 3, 2022",Florida,Orlando,"3900 block of Clarcona Ocoee Rd",1,0,N/A
2298327,"May 3, 2022",Maryland,Salisbury,"Rockawalkin Rd",1,0,N/A
2293913,"May 3, 2022",Florida,Bunnell,"S Pine St and E Booe St",1,1,N/A
2297563,"May 3, 2022","West Virginia",Martinsburg,"47 Landfill Dr",1,0,N/A
2294692,"May 3, 2022",Indiana,Indianapolis,"3400 block of Caroline St",3,0,N/A
2293179,"May 3, 2022",Florida,"Fort Lauderdale","NW 27th Ave and NW 6th St",1,0,N/A
2294682,"May 3, 2022",Pennsylvania,Pittsburgh,"500 block of Maytide St",1,0,N/A
2293925,"May 3, 2022",Florida,Jacksonville,"W 23rd St and Gladys St",1,2,N/A
2293908,"May 3, 2022","New York",Selden,"55 Hollywood Ave",2,0,N/A
2293774,"May 3, 2022",Indiana,Indianapolis,"1856 N Rural St",1,0,N/A
2293895,"May 3, 2022",Florida,Greenacres,"500 block of Fleming Ave",1,0,N/A
2293862,"May 3, 2022",Ohio,Brunswick,"4300 block of Southwick Blvd",1,0,N/A
2294153,"May 3, 2022",California,Compton,"1530 S Wilmington Ave",1,1,N/A
2293568,"May 3, 2022",Arizona,Tucson,"5301 E Glenn St",3,0,N/A
2293127,"May 3, 2022",Illinois,Chicago,"7400 block of N Wolcott Ave",1,1,N/A
2298197,"May 3, 2022",Washington,Everett,"3800 block of Smith Ave",1,0,N/A
2295343,"May 3, 2022",Arkansas,Hope,"600 block of S Walnut St",1,0,N/A
2293835,"May 3, 2022",Mississippi,Lexington,"325 Depot St",1,0,N/A
2294460,"May 3, 2022",Missouri,"Platte City","Running Horse Rd and NW 132nd St",1,0,N/A
2293052,"May 3, 2022",Virginia,Richmond,"200 block of W Coutts St",1,0,N/A
2293751,"May 3, 2022",Texas,"San Antonio","3203 Bolmore Dr",1,0,N/A
2294375,"May 3, 2022",Ohio,Cleveland,"St. Clair Ave",1,0,N/A
2293468,"May 3, 2022",Virginia,Norfolk,"900 block of E Virginia Beach Blvd",1,1,N/A
2293759,"May 3, 2022",Alabama,"Mobile (Prichard)","Eastland Dr and Lott Rd",1,0,N/A
2293755,"May 3, 2022",Texas,"San Antonio","SW 24th St and W Commerce St",1,0,N/A
2293537,"May 3, 2022",Kentucky,Louisville,"300 block of Macon Ave",1,0,N/A
2294205,"May 3, 2022",Virginia,Suffolk,"2210 E Washington St",1,1,N/A
2293685,"May 2, 2022",Arkansas,Sherwood,N/A,1,0,N/A
2292701,"May 2, 2022",Kentucky,Louisville,"4400 block of Plantus Place",1,0,N/A
2293704,"May 2, 2022",Arkansas,"Little Rock","8510 Scott Hamilton Dr",1,0,N/A
2292748,"May 2, 2022",Texas,Katy,"22300 block of Guston Hall Ln",1,0,N/A
2293546,"May 2, 2022","New York","Niagara Falls","628 Ninth St",1,0,N/A
2293565,"May 2, 2022",Arkansas,Augusta,"201 Fairfield St",1,0,N/A
2292936,"May 2, 2022","New York",Bronx,"3414 Irwin Ave",1,0,N/A
2295063,"May 2, 2022",Wisconsin,"Milwaukee (Glendale)","6420 N Sunset Lane",1,0,N/A
2293517,"May 2, 2022",Virginia,Montpelier,"16601 Mountain Rd Rd",1,0,N/A
2293509,"May 2, 2022",California,Pasadena,"1700 block of N Fair Oaks Ave",1,0,N/A
2292828,"May 2, 2022",Virginia,Petersburg,"1200 block of Grant Ave",1,0,N/A
2292887,"May 2, 2022","North Carolina","Tabor City","N Lewis St",1,0,N/A
2292557,"May 2, 2022",Wisconsin,Milwaukee,"N 33rd St and W Center St",1,0,N/A
2292609,"May 2, 2022","South Carolina",Ladson,"3825 Ladson Rd",1,0,N/A
2292473,"May 2, 2022",Colorado,Pueblo,"Lincoln St and W Orman Ave",2,0,N/A
2293358,"May 2, 2022",Kansas,"Kansas City","1900 block of N 73rd Ter",1,0,N/A
2292825,"May 2, 2022","North Dakota",Bismarck,"2500 E Broadway Ave",1,0,N/A
2292821,"May 2, 2022",Virginia,"Newport News","600 block of 36th St",1,0,N/A
2293322,"May 2, 2022",Ohio,Canton,"2100 block of 7th St NE",1,0,N/A
2293298,"May 2, 2022","District of Columbia",Washington,"1600 block of Benning Rd NE",1,0,N/A
2293289,"May 2, 2022",Florida,Clearwater,"800 block of LaSalle St",1,0,N/A
2294061,"May 2, 2022","North Carolina","Snow Hill","4582 NC-123",1,0,N/A
2294045,"May 2, 2022",Illinois,Chicago,"1000 block of West Bryn Mawr Ave",2,0,N/A
2294700,"May 2, 2022",Indiana,Indianapolis,"3202 E 42nd St",1,0,N/A
2293253,"May 2, 2022",Maryland,Elkton,"100 block of E Village Dr",1,0,N/A
2294749,"May 2, 2022",Indiana,Indianapolis,"6400 block of Jaguar Pl",1,0,N/A
2293156,"May 2, 2022",Florida,Jacksonville,"7900 block of Moncrief Dinsmore Rd",1,0,N/A
2293175,"May 2, 2022",Florida,"North Miami Beach","NE 180th St and NE 6th Ave",1,1,N/A
2292448,"May 2, 2022",Oklahoma,Tulsa,"E 77th St and S Sheridan Rd",1,0,N/A
2293940,"May 2, 2022",Arizona,Tucson,"100 block of W Kentucky St",1,0,N/A
2294669,"May 2, 2022",Indiana,Indianapolis,"2500 block of N Sherman Dr",1,0,N/A
2300197,"May 2, 2022",Missouri,"Oak Grove","32910 E Oak Hill School Rd",2,0,N/A
2292743,"May 2, 2022",Pennsylvania,"Newtown (Upper Makefield)","100 block of Timber Ridge Rd",2,0,N/A
2292687,"May 2, 2022",Illinois,Waukegan,"2000 block of North Ave",1,0,N/A
2296046,"May 2, 2022",Washington,"Federal Way","1300 block of SW Campus Dr",1,0,N/A
2300823,"May 2, 2022",Mississippi,Raymond,"Jackson-Raymond Rd and McFarland Rd",1,0,N/A
2292253,"May 2, 2022",Virginia,Portsmouth,"2200 block of Richmond Ave",1,0,N/A
2293809,"May 2, 2022",Louisiana,"Abita Springs","Pansy St and Progress St",1,0,N/A
2293801,"May 2, 2022",Alabama,Ozark,"US-231 and Deese Rd",1,0,N/A
2291801,"May 1, 2022",Illinois,Rockford,"3000 block of Lapey St",1,0,N/A
2292195,"May 1, 2022",Tennessee,Clarksville,"708 Power St",1,0,N/A
2294231,"May 1, 2022",Missouri,Hermann,N/A,1,0,N/A
2292924,"May 1, 2022",Tennessee,Memphis,"2119 E Alcy Rd",1,0,N/A
2292317,"May 1, 2022",Illinois,Chicago,"1400 block of W 71st St",1,0,N/A
2292636,"May 1, 2022","New Mexico",Albuquerque,"Tahiti St and Morenci Ave",1,0,N/A
2292644,"May 1, 2022","South Carolina",Greenville,"Owens Rd and Old Pelzer Rd",1,0,N/A
2291872,"May 1, 2022","South Carolina",Simpsonville,"846 Fairview Rd",1,1,N/A
2291988,"May 1, 2022",Arkansas,Springdale,"3956 Butterfield Coach Rd",1,0,N/A
2292060,"May 1, 2022",Pennsylvania,Philadelphia,"6100 block of Baynton St",1,0,N/A
2292678,"May 1, 2022",Texas,Liberty,"2321 Co Rd 126",1,0,N/A
2296416,"May 1, 2022",Missouri,Perryville,"Sandler Dr",1,0,N/A
2296401,"May 1, 2022",Ohio,Columbus,"4900 Medfield Way",1,0,N/A
2291852,"May 1, 2022",Wisconsin,Milwaukee,"2300 block of S 12th St",1,0,N/A
2291885,"May 1, 2022",Wisconsin,Milwaukee,"N 15th St and W Burleigh St",1,1,N/A
2292287,"May 1, 2022",Texas,Waco,"3400 block of Morrow Ave",1,1,N/A
2292776,"May 1, 2022",Texas,"San Antonio","150 Rustleaf Dr",2,0,N/A
2292771,"May 1, 2022",Texas,Midland,"2500 block of Castleford Rd",1,0,N/A
2292282,"May 1, 2022","West Virginia","Terra Alta","Veterans Memorial Hwy",1,0,N/A
2292849,"May 1, 2022",Michigan,"Grand Rapids","1880 Stonebrook Dr NE",1,0,N/A
2292224,"May 1, 2022",Connecticut,Hartford,"493 Park St",1,0,N/A
2291578,"May 1, 2022",Ohio,Springfield,"Clifton Ave and Rice St",1,4,N/A
2294780,"May 1, 2022",Arizona,"Apache Junction","E Old West Hwy and S Colt Rd",1,0,N/A
2292666,"May 1, 2022","New Mexico","El Prado","Fresquez Rd",2,0,N/A
2291638,"May 1, 2022",Ohio,Columbus,"5730 Cleveland Ave",1,0,N/A
2291785,"May 1, 2022",Ohio,Columbus,"2047 Hamilton Ave",1,0,N/A
2292664,"May 1, 2022",Oklahoma,Hooker,"Jefferson St and Panhandle St",1,0,N/A
2292638,"May 1, 2022","South Carolina",Gaffney,"129 Providence Creek Rd",1,0,N/A
2292607,"May 1, 2022","South Carolina",Jacksonboro,"300 block of Perkins Path",1,0,N/A
2292510,"May 1, 2022",Kansas,Wichita,"3000 block of S Elizabeth Ave",1,0,N/A
2292471,"May 1, 2022",Florida,"Dade City","Jodi West Dr",1,1,N/A
2292459,"May 1, 2022",Florida,"Haines City","7140 State Rd 544",1,2,N/A
2291837,"May 1, 2022",California,Turlock,"6600 block of S Mitchell Rd",1,0,N/A
2291745,"May 1, 2022",Alabama,Montgomery,"500 block of E Patton Ave",1,2,N/A
2292508,"May 1, 2022",Maryland,Baltimore,"500 block of E Cold Spring Ln",1,0,N/A
2294707,"May 1, 2022",Louisiana,"New Orleans","6000 block Wales St",1,0,N/A
2292150,"May 1, 2022",Arizona,Phoenix,"Indian School Rd and 51st Ave",1,0,N/A
2292360,"May 1, 2022",Michigan,Detroit,"17200 block of Charest St",1,0,N/A
2293282,"May 1, 2022",Nebraska,Aurora,N/A,1,0,N/A
2291730,"May 1, 2022","North Carolina",Clinton,"150 Veterans Lane",1,2,N/A
2292376,"May 1, 2022",Michigan,Detroit,"14900 block of Corbett Ave",1,0,N/A
2292755,"May 1, 2022",Ohio,Mansfield,"1050 W 4th St",1,0,N/A
2291976,"May 1, 2022","New York","New York (Manhattan)","140 W 102nd St",1,0,N/A
2291674,"May 1, 2022",Florida,Jacksonville,"7304 Lem Turner Rd",1,0,N/A
2291633,"May 1, 2022",Illinois,Chicago,"201 E Walton Pl",1,0,N/A
2292403,"May 1, 2022",Pennsylvania,"Pittsburgh (Wilkinsburg)","1400 block of Franklin Ave",1,0,N/A
2293150,"May 1, 2022",Florida,Gainesville,"105 SW 3rd St",1,0,N/A
